GEOID,Male_total,Female_total,%AGE_MALE_YNG,%AGE_MALE_MID,%AGE_MALE_OLD,%AGE_MALE_YOUNG,%AGE_MALE_OLDER,%AGE_FEMALE_YNG,%AGE_FEMALE_MID,%AGE_FEMALE_OLD,%AGE_FEMALE_YOUNG,%AGE_FEMALE_OLDER,%RACE_White,%RACE_Black,%RACE_Latino,%RACE_Native,%RACE_Asian,%RACE_HI_PI,%RACE_Other,%RACE_Mixed,%RACE_NonWhite,%RACE_BAO,%RACE_LNHM,%REL_OP_SEX_MAR,%REL_OP_SEX_UNMAR,%REL_S_SEX_MAR,%REL_S_SEX_UNMAR,%REL_W_RELATIVES,%REL_NON_REL,%REL_MALE_JAILED,%REL_FEMALE_JAILED,%REL_MALE_GRP_DORM,%REL_FEMALE_GRP_DORM,%HH_MARRIED,%HH_MAR_W_KIDS,%HH_NOT_MAR,%HH_NOT_MAR_W_KIDS,%HH_MALE_ALONE,%HH_MALE_65+,%HH_MALE_W_KIDS,%HH_FEMALE_ALONE,%HH_FEMALE_65+,%HH_FEMALE_W_KIDS,%OWN_HOME,%Urban_pop,PARTY_WIN,PARTY_LEAD
48377,2984,3147,23.95,18.5,32.2,35.75,38.9,29.29,12.8,35.4,42.09,35.4,15.7,0.4,81.4,0.3,1.4,0.0,0.1,0.7,84.3,1.9,82.4,18.8,1.5,0.1,0.1,3.9,1.8,0.7,0.0,0.0,0.0,47.3,15.6,4.1,1.4,13.8,5.4,0.8,16.2,8.3,6.2,68.3,0.0,1,0.33
48379,6110,6054,21.36,17.3,39.4,32.56,45.5,26.37,11.9,42.6,38.27,42.6,83.3,2.2,9.1,0.7,0.5,0.0,0.3,4.0,16.8,3.0,13.8,21.8,2.5,0.1,0.1,4.8,2.0,0.3,0.2,0.0,0.0,54.7,15.1,6.2,2.3,12.5,5.0,1.5,12.1,7.4,3.2,80.5,0.0,0,-0.71
48381,68853,71900,31.23,17.5,26.3,43.33,31.7,36.08,11.1,29.6,47.18,29.6,67.8,3.2,22.4,0.6,1.9,0.0,0.3,3.8,32.2,5.4,26.8,20.2,2.1,0.1,0.1,3.0,2.3,0.3,0.3,0.8,0.5,51.6,20.4,5.7,2.1,12.2,3.2,1.6,14.8,7.0,4.8,67.0,83.02,0,-0.59
48383,1738,1647,29.72,16.9,24.7,40.82,30.5,33.02,13.0,24.7,46.02,24.7,28.6,1.0,67.4,0.4,0.6,0.0,0.2,1.9,71.5,1.8,69.7,20.0,1.2,0.1,0.1,3.8,2.9,0.0,0.0,0.0,0.0,56.0,24.9,3.7,1.8,11.7,3.0,2.4,8.3,4.4,5.8,71.2,0.0,0,-0.69
48385,1401,1357,16.91,14.4,49.8,25.21,55.9,20.0,10.9,53.7,30.9,53.7,70.3,0.8,25.1,0.3,0.4,0.1,0.1,2.9,29.7,1.3,28.4,21.5,2.1,0.0,0.0,5.0,2.2,2.3,0.8,0.4,0.3,50.8,9.1,5.2,1.5,12.6,5.9,1.3,15.6,10.3,2.8,80.7,0.0,0,-0.67
48387,5737,5850,21.92,17.1,40.3,33.22,46.1,26.51,12.2,42.3,38.71,42.3,73.3,15.0,6.6,0.9,0.4,0.0,0.1,3.6,26.6,15.5,11.1,19.6,1.7,0.1,0.1,3.6,1.7,0.7,0.6,0.0,0.0,45.0,12.5,4.2,1.4,16.5,7.6,1.3,16.6,10.2,5.0,73.0,0.0,0,-0.56
48389,9029,5719,37.92,24.2,20.1,55.92,26.3,32.69,11.3,29.4,43.99,29.4,11.5,1.5,84.8,0.2,1.1,0.0,0.3,0.6,88.5,2.9,85.6,12.7,1.5,0.0,0.1,4.0,3.2,20.2,0.3,0.3,0.1,44.9,17.4,5.8,3.2,13.3,3.6,1.8,12.0,6.6,6.2,69.6,88.7,0,-0.23
48391,3344,3397,23.33,17.3,36.8,34.93,42.5,27.14,13.2,37.8,40.34,37.8,42.5,5.9,49.0,0.3,0.4,0.0,0.2,1.7,57.5,6.5,51.0,18.0,2.2,0.1,0.1,5.1,1.9,0.7,0.4,0.0,0.0,46.6,13.9,5.3,2.2,14.4,6.3,1.7,12.9,7.5,5.4,74.6,0.0,0,-0.33
48393,412,415,21.61,13.1,40.4,31.81,43.3,31.8,8.2,36.4,40.0,36.4,86.7,0.2,6.0,0.2,0.0,0.0,0.1,6.7,13.2,0.3,12.9,25.0,1.1,0.0,0.4,1.7,0.8,0.0,0.0,0.0,0.0,58.1,19.2,3.8,2.4,12.4,4.1,3.8,8.8,3.5,3.5,82.9,0.0,0,-0.93
48395,8332,8425,22.58,17.0,35.1,33.58,41.1,29.54,11.5,36.2,41.04,36.2,56.7,18.5,21.1,0.2,0.6,0.1,0.2,2.6,43.3,19.3,24.0,19.0,1.6,0.2,0.1,4.1,2.3,0.5,0.4,0.0,0.0,49.1,16.0,4.2,1.7,13.7,5.8,1.6,13.3,7.7,6.6,73.2,0.0,0,-0.4
48397,52867,54952,26.11,21.2,24.3,40.51,31.1,33.56,13.9,26.6,47.46,26.6,65.1,7.6,19.1,0.4,3.1,0.1,0.3,4.3,34.9,11.0,23.9,22.0,1.4,0.1,0.1,4.0,1.7,0.3,0.3,0.0,0.0,65.8,31.0,4.3,1.7,6.7,2.0,1.5,9.4,5.2,4.4,80.8,86.26,0,-0.38
48399,4917,4983,22.94,16.5,36.5,33.54,42.4,26.79,12.8,38.8,39.59,38.8,61.2,1.3,33.9,0.4,0.2,0.1,0.2,2.7,38.8,1.7,37.1,20.4,1.8,0.1,0.1,3.7,1.6,0.6,1.1,0.0,0.0,50.9,16.6,5.0,2.1,13.7,6.3,1.0,14.5,9.5,4.6,76.2,0.0,0,-0.74
48401,27376,24838,30.75,18.8,29.1,43.65,35.0,31.02,11.8,34.4,42.82,34.4,61.3,15.8,18.3,0.4,0.4,0.0,0.3,3.4,38.6,16.5,22.1,18.1,1.5,0.1,0.1,3.7,1.7,8.5,1.0,0.1,0.2,52.5,19.0,4.7,1.9,11.0,4.1,1.6,13.2,7.8,5.5,77.0,35.93,0,-0.56
48403,4930,4964,17.34,16.0,47.9,27.54,53.7,21.75,11.0,49.0,32.75,49.0,84.0,7.4,4.0,0.5,0.5,0.0,0.4,3.3,16.1,8.3,7.8,22.5,1.8,0.1,0.0,3.1,1.8,0.4,0.8,0.1,0.0,50.9,11.8,4.4,1.6,16.3,7.6,1.2,13.9,9.2,3.2,84.7,0.0,0,-0.75
48405,3866,4052,20.61,15.8,42.1,30.61,47.9,24.92,10.9,44.3,35.82,44.3,66.6,22.3,8.1,0.2,0.5,0.0,0.0,2.3,33.4,22.8,10.6,19.4,1.7,0.1,0.1,4.0,1.9,0.9,1.5,0.2,0.1,47.1,12.3,4.3,1.9,15.1,7.4,1.1,14.8,8.8,5.2,79.4,0.0,0,-0.51
48407,13762,13640,22.54,18.1,37.2,34.54,43.3,28.58,12.5,37.8,41.08,37.8,70.0,7.6,17.6,0.4,0.3,0.1,0.3,3.8,30.1,8.2,21.9,19.7,2.0,0.1,0.1,5.7,2.7,0.2,0.4,0.0,0.0,51.4,14.6,5.5,2.0,13.7,5.8,1.6,12.1,7.2,3.6,84.4,0.0,0,-0.62
48409,34584,34171,27.8,18.0,28.7,39.8,34.7,32.44,11.7,30.9,44.14,30.9,38.7,1.4,55.6,0.3,1.2,0.1,0.3,2.3,61.2,2.9,58.3,17.7,2.3,0.2,0.1,4.7,2.5,0.3,0.2,0.0,0.0,49.5,18.6,6.6,2.9,12.2,4.0,2.0,11.0,6.1,5.4,67.4,72.17,0,-0.29
48411,2568,3162,21.71,15.6,40.6,31.11,46.8,36.88,10.5,35.3,47.38,35.3,64.4,1.8,30.5,0.5,0.3,0.0,0.2,2.3,35.6,2.3,33.3,19.0,1.6,0.1,0.0,3.4,1.7,0.2,9.7,0.3,0.4,51.2,14.3,4.3,1.9,13.3,6.3,2.0,15.4,9.9,4.5,75.1,0.0,0,-0.78
48413,1216,1235,22.36,15.5,37.2,32.96,42.1,25.46,11.5,40.3,36.96,40.3,45.0,0.6,52.0,0.2,0.3,0.1,0.4,1.5,55.1,1.3,53.8,20.6,2.6,0.2,0.0,2.9,1.6,0.4,0.5,0.0,0.0,51.7,15.7,6.2,1.8,12.8,5.5,1.5,11.7,7.1,6.0,77.7,0.0,0,-0.63
48415,8932,8000,31.34,18.0,26.0,43.84,31.5,33.38,10.1,30.8,43.48,30.8,51.0,3.5,42.2,0.4,0.5,0.0,0.2,2.3,49.1,4.2,44.9,17.7,1.9,0.1,0.1,3.2,1.8,6.1,0.3,1.0,0.6,51.1,20.6,5.5,2.6,12.6,4.2,1.7,14.0,8.3,5.4,71.7,68.2,0,-0.71
48417,1510,1595,20.25,17.4,36.4,31.45,42.6,27.6,11.3,39.0,38.9,39.0,84.1,0.6,11.7,0.2,0.5,0.0,0.1,2.8,15.9,1.2,14.7,22.7,1.4,0.0,0.0,2.7,1.5,0.7,0.2,0.2,0.1,55.5,18.4,3.6,1.5,11.8,4.6,1.4,15.4,8.8,4.0,77.5,0.0,0,-0.83
48419,11898,12124,25.37,18.4,30.2,37.57,36.4,30.92,12.5,33.0,43.42,33.0,60.0,15.8,19.5,0.2,1.5,0.1,0.2,2.7,40.0,17.5,22.5,18.7,1.7,0.1,0.1,4.3,2.1,0.2,0.2,0.0,0.0,48.7,18.7,4.7,1.9,13.8,5.5,1.4,14.1,8.4,5.6,74.0,21.33,0,-0.59
48421,1454,1328,26.64,17.2,26.6,37.74,32.7,29.96,13.6,27.8,43.56,27.8,49.0,0.4,47.3,0.2,0.1,0.0,0.2,2.9,51.1,0.7,50.4,21.0,1.8,0.0,0.1,3.6,2.6,0.4,0.6,0.0,0.0,58.8,25.7,4.8,2.3,11.0,4.4,1.3,10.2,7.0,4.3,73.7,0.0,0,-0.8
48423,112309,121170,29.26,17.0,28.4,40.66,34.0,34.45,11.4,31.5,45.85,31.5,57.6,16.3,20.3,0.3,1.8,0.0,0.3,3.5,42.5,18.4,24.1,18.6,1.8,0.1,0.1,4.1,2.5,0.6,0.5,0.6,0.7,49.4,18.8,5.2,1.8,11.3,3.7,1.4,15.1,7.8,5.9,64.9,65.08,0,-0.39
48425,4483,4722,22.61,18.0,34.7,34.41,40.9,27.41,12.6,36.0,40.01,36.0,76.2,0.4,18.3,0.5,0.6,0.0,0.4,3.6,23.8,1.4,22.4,22.2,1.3,0.0,0.1,4.0,1.5,0.6,1.0,0.0,0.0,60.0,21.8,3.6,1.6,9.6,3.9,1.7,11.9,6.6,3.8,77.9,0.0,0,-0.67
48427,31668,34252,29.73,17.1,21.2,41.23,26.8,34.95,12.2,24.5,47.15,24.5,1.8,0.0,97.7,0.0,0.2,0.0,0.1,0.2,98.2,0.3,97.9,15.6,1.0,0.1,0.0,7.5,0.8,0.3,0.1,0.0,0.0,52.1,24.4,3.3,2.0,7.9,2.9,1.6,9.6,5.8,9.6,75.1,71.4,1,0.05
48429,4778,4323,29.24,17.8,31.9,41.44,37.5,28.1,10.8,38.7,38.9,38.7,68.7,2.6,24.2,0.4,0.7,0.0,0.3,3.1,31.3,3.6,27.7,18.8,2.3,0.1,0.0,3.5,1.8,6.6,0.3,0.1,0.1,49.6,15.7,6.0,3.0,13.0,5.3,1.2,14.8,9.2,4.7,73.3,59.94,0,-0.79
48431,703,669,24.42,17.3,31.2,36.22,36.7,30.15,10.5,34.4,40.65,34.4,63.2,0.2,32.7,0.3,0.1,0.1,0.1,3.2,36.7,0.4,36.3,21.4,1.5,0.1,0.0,3.1,1.1,1.5,1.2,0.0,0.0,59.5,21.7,4.3,2.6,8.5,4.3,2.0,7.9,4.7,4.5,73.7,0.0,0,-0.83
48433,595,650,17.88,15.8,47.9,27.98,53.6,21.34,10.3,48.0,31.64,48.0,76.9,1.4,18.2,0.2,0.4,0.0,0.2,2.7,23.1,2.0,21.1,23.3,1.0,0.6,0.2,2.2,0.8,1.4,2.0,0.0,0.0,53.3,16.4,2.7,1.5,13.8,8.0,0.5,16.2,11.1,3.3,81.6,0.0,0,-0.68
48435,1684,1688,21.64,17.4,34.8,32.34,41.5,26.44,14.7,36.5,41.14,36.5,35.6,0.2,62.1,0.1,0.2,0.0,0.4,1.4,64.4,0.8,63.6,20.6,1.2,0.2,0.1,3.2,1.4,0.1,0.0,0.0,0.0,52.2,18.4,3.2,0.7,14.3,6.4,1.8,13.0,6.7,5.0,73.4,0.0,0,-0.58
48437,3708,3263,30.16,18.3,28.2,42.46,34.2,29.8,11.6,33.1,41.4,33.1,46.2,5.8,45.1,0.3,0.1,0.0,0.1,2.3,53.7,6.0,47.7,17.8,2.2,0.1,0.0,3.0,1.4,8.4,0.4,0.0,0.0,50.2,17.2,6.5,3.6,12.1,4.6,1.6,13.4,8.0,6.5,68.4,0.0,0,-0.58
48439,1031645,1078995,31.8,19.0,22.8,44.6,29.0,37.69,12.8,25.2,50.49,25.2,42.9,17.0,29.4,0.3,6.1,0.2,0.4,3.7,57.1,23.5,33.6,17.2,2.0,0.2,0.1,5.4,2.8,0.4,0.3,0.3,0.3,48.3,21.4,6.1,2.3,11.5,2.5,1.9,13.1,5.4,6.5,58.7,98.77,1,0.0
48441,69920,73288,33.39,15.6,25.7,43.89,30.8,37.99,10.1,29.0,48.09,29.0,61.0,7.7,24.3,0.4,2.0,0.1,0.3,4.3,39.1,10.0,29.1,17.7,2.2,0.2,0.1,3.5,3.4,0.6,0.6,1.4,1.5,47.1,18.5,6.1,2.3,13.2,3.5,1.7,14.7,7.0,5.6,59.7,82.49,0,-0.45
48443,389,371,20.33,16.7,44.3,32.43,48.9,23.78,13.2,43.8,36.98,43.8,46.3,1.1,48.7,0.0,0.7,0.0,0.3,3.0,53.8,2.1,51.7,19.1,2.2,0.3,0.4,3.0,3.2,0.0,0.0,0.0,0.0,42.0,9.8,7.2,4.0,15.8,7.8,0.9,15.2,9.8,2.6,73.9,0.0,0,-0.47
48445,6063,5768,30.24,16.2,26.4,40.74,32.1,32.13,10.0,30.2,42.13,30.2,38.9,3.3,55.5,0.2,0.3,0.0,0.2,1.6,61.1,3.8,57.3,16.7,2.0,0.1,0.1,3.9,1.9,5.6,0.5,0.0,0.0,49.6,20.2,6.0,2.7,12.0,4.6,1.2,13.4,8.1,6.3,68.3,69.85,0,-0.57
48447,684,756,21.85,16.0,39.8,32.75,44.9,21.86,11.5,45.3,33.36,45.3,86.7,0.1,10.1,0.2,0.2,0.0,0.0,2.8,13.4,0.3,13.1,22.1,2.2,0.4,0.3,2.4,1.2,0.0,0.0,0.0,0.0,49.5,15.6,6.0,3.7,12.2,6.2,2.5,14.7,8.7,2.9,73.0,0.0,0,-0.81
48449,15193,16054,27.38,18.6,25.9,39.48,32.4,33.1,12.4,27.8,45.5,27.8,42.9,9.2,43.8,0.3,0.8,0.0,0.2,2.7,57.0,10.2,46.8,18.2,1.7,0.1,0.1,5.3,1.8,0.3,0.4,0.1,0.1,52.6,21.8,5.2,2.6,10.4,3.5,1.4,12.3,7.0,6.7,69.6,49.35,0,-0.45
48451,59149,60854,32.82,15.8,27.3,43.42,32.5,36.15,10.3,30.6,46.45,30.6,52.0,3.3,39.2,0.3,1.4,0.1,0.3,3.3,47.9,5.0,42.9,17.4,2.5,0.1,0.1,3.9,3.1,0.5,0.5,1.2,0.7,45.1,16.9,6.8,2.6,13.7,4.2,1.9,15.1,7.6,5.4,62.4,83.32,0,-0.45
48453,649960,640228,39.81,19.6,19.0,53.71,24.7,46.0,11.9,21.4,57.9,21.4,47.5,7.5,32.6,0.2,7.7,0.1,0.5,3.9,52.5,15.7,36.8,15.9,3.2,0.4,0.3,4.4,5.5,0.4,0.2,1.0,1.0,40.4,18.0,8.7,1.7,15.9,2.1,1.7,15.5,4.1,4.4,49.6,94.89,1,0.45
48455,6717,6885,19.35,16.9,43.5,29.65,50.1,24.54,12.1,45.0,36.64,45.0,77.4,8.0,9.7,0.2,0.2,0.0,0.2,4.2,22.5,8.4,14.1,20.2,1.9,0.1,0.1,4.4,2.7,0.3,0.5,0.0,0.0,47.4,12.1,4.5,1.6,16.0,7.5,1.1,15.7,9.9,4.1,79.6,0.0,0,-0.61
48457,10666,9132,27.39,18.5,36.0,39.59,42.3,24.97,12.3,42.1,37.27,42.1,77.3,10.3,7.7,0.6,0.5,0.0,0.2,3.4,22.7,11.0,11.7,18.8,1.5,0.1,0.1,3.5,2.1,9.8,0.4,0.0,0.0,51.0,14.4,4.2,1.8,14.0,6.4,1.4,14.7,9.6,3.8,82.8,0.0,0,-0.7
48459,20164,20728,24.67,17.9,31.8,36.47,37.9,30.34,11.7,34.5,42.04,34.5,76.5,7.1,9.7,0.6,0.4,0.0,0.4,5.2,23.4,7.9,15.5,20.0,2.0,0.1,0.1,4.3,2.2,0.6,0.5,0.0,0.0,53.6,19.1,5.4,2.3,11.5,4.6,1.8,12.5,7.1,4.7,77.3,19.31,0,-0.68
48461,1681,1627,26.84,19.4,28.8,41.04,34.0,30.41,11.1,31.2,41.51,31.2,39.8,1.8,54.3,0.3,0.1,0.0,0.1,3.5,60.1,2.0,58.1,18.2,2.0,0.1,0.0,3.0,3.9,1.2,0.8,0.0,0.0,50.0,20.9,5.2,2.3,14.6,5.2,2.0,10.5,7.0,5.5,75.0,0.0,0,-0.74
48463,12107,12457,29.34,16.7,28.3,40.14,34.2,32.62,11.1,32.4,43.72,32.4,26.9,0.4,70.5,0.1,0.6,0.0,0.3,1.1,73.0,1.3,71.7,17.0,2.3,0.1,0.1,4.4,1.6,1.4,0.7,0.8,0.7,48.7,17.6,6.9,3.2,11.2,3.9,1.6,12.3,7.1,6.6,69.5,64.83,0,-0.2
48465,23752,23834,32.34,16.5,24.4,43.24,30.0,33.07,12.3,28.4,45.37,28.4,16.5,1.1,80.3,0.1,0.7,0.1,0.2,1.0,83.5,2.0,81.5,16.8,1.4,0.1,0.1,5.5,1.5,2.5,0.5,0.9,0.2,50.9,20.5,4.5,2.3,10.8,3.7,1.7,11.5,7.0,7.0,64.9,89.69,0,-0.1
48467,29336,30205,23.47,18.2,34.9,35.47,41.1,28.64,12.2,37.0,40.84,37.0,80.6,2.5,11.9,0.6,0.5,0.1,0.2,3.7,19.5,3.2,16.3,20.6,1.9,0.1,0.1,4.3,2.4,0.4,0.4,0.0,0.1,54.1,18.4,5.1,2.0,12.0,4.9,1.6,13.2,8.0,3.7,76.7,0.0,0,-0.72
48469,44628,46691,28.81,16.9,28.7,40.21,34.2,33.51,10.9,31.9,44.41,31.9,43.1,5.7,47.0,0.2,1.5,0.0,0.3,2.1,56.8,7.5,49.3,17.9,2.5,0.1,0.1,4.5,2.4,0.4,0.4,0.3,0.3,47.9,17.5,7.1,3.0,12.4,3.7,1.6,13.3,7.1,6.0,64.5,72.26,0,-0.38
48471,44345,32055,38.62,22.7,25.1,54.12,32.3,44.51,9.5,28.6,54.01,28.6,52.1,21.4,21.7,0.3,1.5,0.1,0.4,2.5,47.9,23.3,24.6,12.5,1.6,0.1,0.1,3.0,5.4,19.6,0.3,1.8,3.1,39.0,12.3,5.4,1.6,15.1,4.0,1.8,16.9,6.6,5.1,53.1,56.83,0,-0.32
48473,27229,29565,31.7,18.0,25.2,43.7,31.2,41.83,10.9,24.4,52.73,24.4,41.4,21.3,32.5,0.4,1.4,0.0,0.6,2.4,58.6,23.3,35.3,17.3,1.3,0.1,0.0,4.8,2.7,0.2,0.2,3.3,7.3,57.0,24.8,4.4,1.9,10.0,3.5,1.6,9.4,4.9,5.2,75.1,22.64,0,-0.27
48475,5925,5719,29.95,17.7,24.8,41.45,31.0,33.86,11.0,28.5,44.86,28.5,38.7,3.6,54.3,0.4,0.6,0.0,0.2,2.3,61.4,4.4,57.0,18.3,1.5,0.1,0.1,4.4,3.0,0.6,0.4,0.0,0.0,50.5,21.9,4.3,2.1,13.7,3.7,1.5,11.2,6.1,5.4,73.7,78.68,0,-0.61
48477,17605,18200,27.79,15.4,34.7,37.69,40.2,30.37,10.5,38.8,40.87,38.8,61.5,15.5,17.9,0.2,1.5,0.0,0.4,2.9,38.4,17.4,21.0,19.5,1.6,0.1,0.1,3.6,2.1,0.8,0.7,2.5,1.7,50.5,16.2,4.3,1.6,12.9,5.1,1.2,16.2,10.3,5.0,71.8,48.58,0,-0.5
48479,129944,137170,32.31,17.8,18.4,44.61,23.9,37.13,12.5,21.3,49.63,21.3,3.6,0.3,95.2,0.1,0.5,0.0,0.2,0.2,96.5,1.0,95.5,14.7,1.5,0.1,0.1,7.7,1.7,0.7,0.2,0.2,0.3,50.5,25.8,5.5,3.1,8.0,2.1,2.1,8.2,4.1,9.6,62.5,94.14,1,0.23
48481,20565,21005,26.53,17.2,30.8,37.73,36.8,31.09,11.5,33.3,42.59,33.3,43.6,13.2,40.8,0.2,0.4,0.0,0.3,1.6,56.5,13.9,42.6,18.2,2.0,0.1,0.1,4.5,1.7,0.4,0.4,0.3,0.2,49.4,18.0,5.5,2.4,12.0,4.3,1.7,13.2,8.0,6.1,68.7,52.47,0,-0.43
48483,2497,2493,22.76,16.5,34.2,33.26,40.2,28.75,10.3,38.4,39.05,38.4,69.5,1.6,24.6,0.7,0.5,0.0,0.2,2.8,30.4,2.3,28.1,21.9,1.6,0.0,0.0,2.7,1.2,0.7,0.8,0.0,0.0,55.2,18.8,3.9,2.2,13.1,5.7,1.3,13.0,7.7,4.1,76.4,0.0,0,-0.85
48485,66109,63241,35.1,16.4,26.2,46.2,31.5,35.64,10.5,31.5,46.14,31.5,61.6,10.3,19.9,0.8,2.0,0.1,0.4,4.8,38.3,12.7,25.6,16.4,2.4,0.1,0.1,3.4,2.5,3.4,0.5,3.5,1.3,43.6,16.2,6.7,2.7,14.2,4.2,1.6,16.5,7.9,6.1,60.0,87.25,0,-0.41
48487,6381,6506,29.15,16.7,30.8,40.55,36.1,32.13,11.7,33.4,43.83,33.4,54.4,7.9,29.0,0.7,4.4,0.0,0.2,3.4,45.6,12.5,33.1,16.8,2.4,0.1,0.1,3.7,2.1,0.5,0.7,3.8,1.5,44.0,15.0,6.2,3.1,14.1,5.1,1.8,17.2,8.4,5.6,63.6,73.9,0,-0.57
48489,10659,9505,35.31,18.3,24.3,48.21,29.7,33.3,11.0,31.1,44.3,31.1,9.0,2.2,87.3,0.2,0.8,0.0,0.2,0.3,91.0,3.2,87.8,13.3,1.6,0.0,0.1,5.8,1.6,10.7,2.1,0.1,0.1,47.0,17.0,5.9,3.1,9.9,4.9,1.6,10.7,7.0,7.1,74.5,64.4,1,0.12
48491,298747,310270,29.87,21.4,21.9,44.97,28.2,37.28,13.1,25.1,50.38,25.1,55.2,6.3,24.2,0.3,8.9,0.1,0.5,4.5,44.8,15.7,29.1,20.2,2.1,0.2,0.2,4.0,2.5,0.2,0.3,0.2,0.2,55.5,26.2,6.1,1.9,10.1,2.2,1.9,12.3,5.3,4.7,65.1,90.85,1,0.01
48493,24916,24837,24.17,19.3,31.2,36.47,38.2,30.54,13.9,32.7,44.44,32.7,56.0,1.4,38.7,0.3,0.5,0.0,0.4,2.7,44.0,2.3,41.7,22.0,1.6,0.1,0.1,4.4,1.8,0.4,0.4,0.0,0.0,63.2,23.5,4.6,1.8,9.1,3.5,1.5,9.0,5.4,3.7,83.7,12.69,0,-0.48
48495,4029,3762,30.7,17.9,23.4,43.2,28.8,33.06,12.2,26.3,45.26,26.3,34.7,1.8,60.7,0.5,1.0,0.0,0.1,1.2,65.3,2.9,62.4,17.5,1.8,0.1,0.0,4.5,4.0,1.1,0.2,0.9,0.1,50.9,21.7,5.4,2.4,10.8,3.3,2.8,11.0,6.5,4.9,76.5,81.9,0,-0.66
48497,34459,34173,26.3,19.1,29.5,38.7,36.2,31.21,13.2,31.6,44.41,31.6,73.6,1.0,20.0,0.7,0.5,0.0,0.3,4.0,26.5,1.8,24.7,21.2,1.7,0.1,0.1,4.8,2.4,0.9,0.3,0.0,0.0,60.1,22.8,4.9,1.9,10.0,3.7,1.5,10.4,5.9,3.6,79.5,9.49,0,-0.68
48499,22205,22638,22.1,16.1,42.7,32.3,48.6,24.55,10.8,46.7,35.35,46.7,80.1,3.7,10.9,0.5,0.5,0.0,0.3,4.0,19.9,4.5,15.4,21.9,2.0,0.1,0.1,4.0,2.3,1.7,0.4,0.4,0.5,53.5,12.9,5.1,1.7,12.8,6.1,1.1,14.8,9.8,3.1,78.5,12.71,0,-0.68
48501,3811,3883,27.59,16.9,26.2,38.69,32.0,32.53,11.7,27.4,44.23,27.4,32.3,0.7,64.6,0.3,0.6,0.0,0.2,1.3,67.7,1.5,66.2,20.3,1.7,0.1,0.0,3.9,1.3,0.2,0.8,0.0,0.0,59.2,27.5,4.7,2.2,9.0,3.2,2.4,9.7,6.0,5.4,75.6,0.0,0,-0.67
48503,8821,9046,24.17,16.7,34.3,34.97,40.2,29.19,11.2,37.0,40.39,37.0,75.0,1.0,19.6,0.4,0.5,0.0,0.2,3.2,24.9,1.7,23.2,20.5,2.2,0.1,0.1,2.9,2.0,0.5,0.6,0.1,0.1,50.9,17.9,5.6,2.5,13.3,5.5,1.0,15.1,9.6,4.6,71.8,48.05,0,-0.74
48505,6965,6924,28.3,16.0,23.2,39.2,28.3,33.99,11.6,25.2,45.59,25.2,5.7,0.1,93.6,0.1,0.1,0.0,0.1,0.3,94.3,0.3,94.0,16.1,1.5,0.1,0.0,5.4,1.2,0.5,0.2,0.0,0.0,49.4,22.8,4.7,2.9,11.9,4.9,2.1,11.3,6.7,8.0,78.8,78.78,0,-0.05
48507,4693,4977,26.12,16.6,26.6,36.32,33.0,31.39,12.0,30.2,43.39,30.2,5.9,0.7,92.5,0.2,0.2,0.0,0.0,0.4,94.0,0.9,93.1,13.9,2.3,0.0,0.1,5.6,0.9,0.3,0.0,0.0,0.0,40.4,15.4,6.5,3.2,11.8,4.2,1.7,12.6,7.8,9.7,70.3,69.38,1,0.31
49001,3758,3314,29.13,16.9,24.3,41.43,28.9,31.31,9.5,27.5,40.81,27.5,80.8,0.3,15.1,1.0,0.5,0.3,0.1,1.9,19.2,0.9,18.3,19.2,1.2,0.0,0.0,3.5,2.4,5.0,0.2,0.0,0.0,60.1,27.8,3.5,1.3,11.5,4.6,2.4,10.4,6.5,3.8,75.5,0.0,0,-0.75
49003,29190,28476,27.77,16.3,23.3,39.47,27.9,33.93,9.9,25.3,43.83,25.3,85.6,0.3,9.6,0.7,0.8,0.2,0.2,2.8,14.6,1.3,13.3,20.7,1.2,0.1,0.0,3.1,1.7,0.4,0.2,0.0,0.0,64.2,30.0,3.9,1.8,9.2,3.0,1.7,9.4,5.3,3.6,77.9,68.26,0,-0.63
49005,66362,66792,38.73,14.3,17.1,49.13,21.0,44.35,8.4,18.5,52.75,18.5,82.1,0.8,11.3,0.5,1.7,0.5,0.3,2.7,17.8,2.8,15.0,19.4,1.1,0.1,0.1,2.9,5.8,0.2,0.2,1.2,1.5,62.2,30.6,3.7,1.2,8.0,2.1,1.2,9.1,4.4,3.7,63.4,85.56,0,-0.37
49007,10228,10184,25.72,16.5,30.7,37.52,35.4,32.97,10.1,32.7,43.07,32.7,81.5,0.2,13.1,1.0,0.3,0.1,0.3,3.4,18.4,0.8,17.6,19.4,2.2,0.1,0.1,2.8,2.0,0.3,0.3,0.6,0.3,50.2,19.0,5.9,2.2,13.5,5.5,1.6,14.6,8.3,4.4,71.3,65.38,0,-0.46
49009,510,425,17.05,15.5,43.2,28.25,47.5,25.85,10.1,41.6,35.95,41.6,94.2,0.1,3.1,0.0,0.1,0.2,0.2,2.0,5.7,0.4,5.3,24.8,1.1,0.1,0.1,1.6,2.5,0.0,0.0,0.0,0.0,57.9,15.8,3.6,2.0,17.9,6.4,3.6,7.4,5.1,1.0,82.4,0.0,0,-0.62
