GEOID,Male_total,Female_total,%AGE_MALE_YNG,%AGE_MALE_MID,%AGE_MALE_OLD,%AGE_MALE_YOUNG,%AGE_MALE_OLDER,%AGE_FEMALE_YNG,%AGE_FEMALE_MID,%AGE_FEMALE_OLD,%AGE_FEMALE_YOUNG,%AGE_FEMALE_OLDER,%RACE_White,%RACE_Black,%RACE_Latino,%RACE_Native,%RACE_Asian,%RACE_HI_PI,%RACE_Other,%RACE_Mixed,%RACE_NonWhite,%RACE_BAO,%RACE_LNHM,%REL_OP_SEX_MAR,%REL_OP_SEX_UNMAR,%REL_S_SEX_MAR,%REL_S_SEX_UNMAR,%REL_W_RELATIVES,%REL_NON_REL,%REL_MALE_JAILED,%REL_FEMALE_JAILED,%REL_MALE_GRP_DORM,%REL_FEMALE_GRP_DORM,%HH_MARRIED,%HH_MAR_W_KIDS,%HH_NOT_MAR,%HH_NOT_MAR_W_KIDS,%HH_MALE_ALONE,%HH_MALE_65+,%HH_MALE_W_KIDS,%HH_FEMALE_ALONE,%HH_FEMALE_65+,%HH_FEMALE_W_KIDS,%OWN_HOME,%Urban_pop,PARTY_WIN,PARTY_LEAD
1001,28390,30415,27.45,19.7,27.2,40.45,33.9,33.37,13.0,30.5,46.37,30.5,70.7,19.3,3.6,0.3,1.5,0.0,0.3,4.2,29.2,21.1,8.1,19.7,1.8,0.1,0.1,3.7,2.0,0.3,0.4,0.1,0.1,52.0,20.5,4.7,2.0,11.1,3.1,1.7,13.3,6.9,6.0,73.8,59.32,0,-0.44
1003,112627,119140,24.24,18.7,34.6,36.54,41.0,29.44,12.5,38.0,41.94,38.0,80.5,7.8,5.5,0.6,0.9,0.1,0.3,4.5,19.7,9.0,10.7,21.1,2.1,0.1,0.1,3.4,2.2,0.7,0.5,0.2,0.2,52.8,17.3,5.4,1.7,11.2,4.1,1.4,14.8,8.4,4.4,74.3,62.41,0,-0.54
1005,13167,12056,28.88,20.4,31.6,42.58,38.3,28.7,12.3,37.8,41.0,37.8,44.0,47.0,6.0,0.2,0.4,0.0,0.2,2.2,56.0,47.6,8.4,14.2,1.7,0.1,0.1,3.7,1.8,10.2,0.4,0.1,0.0,37.1,10.4,4.5,1.7,15.1,5.3,1.2,18.2,10.4,9.6,64.0,34.08,0,-0.08
1007,11798,10495,29.74,22.4,27.4,45.14,34.4,31.85,13.2,32.6,45.05,32.6,73.8,19.7,3.3,0.2,0.1,0.0,0.2,2.7,26.2,20.0,6.2,17.1,1.8,0.1,0.1,4.1,2.1,8.6,0.8,0.1,0.1,48.4,17.4,5.4,2.2,13.4,4.4,1.4,13.6,7.4,5.4,74.8,0.0,0,-0.58
1009,29197,29937,25.89,19.5,30.7,38.79,37.3,31.0,13.1,33.4,44.1,33.4,84.2,1.4,9.8,0.3,0.3,0.0,0.2,3.9,15.9,1.9,14.0,21.2,1.5,0.1,0.1,4.1,2.1,0.2,0.5,0.2,0.2,56.2,20.4,4.1,1.6,11.4,3.9,1.6,12.4,7.6,3.6,80.9,9.51,0,-0.8
1011,5628,4729,29.92,22.9,29.1,46.02,35.9,31.07,10.5,37.8,41.57,37.8,22.0,71.3,4.9,0.0,0.1,0.1,0.3,1.3,78.0,71.7,6.3,9.9,1.5,0.1,0.0,3.9,1.6,15.7,0.5,0.2,0.0,26.7,6.8,4.2,2.3,18.3,6.2,1.1,21.3,10.5,11.0,67.2,0.0,1,0.5
1013,8971,10080,23.55,18.0,33.7,35.25,40.0,30.49,12.1,38.2,42.59,38.2,50.8,44.0,1.4,0.1,0.8,0.0,0.2,2.7,49.2,45.0,4.2,15.7,1.9,0.1,0.1,4.5,1.5,0.6,0.7,0.1,0.1,36.7,10.6,4.3,1.8,14.6,5.7,1.1,19.5,10.7,8.7,64.4,30.57,0,-0.16
1015,55787,60654,29.45,18.0,30.4,41.25,36.6,35.15,11.9,33.6,47.05,33.6,68.3,21.8,4.3,0.3,1.0,0.1,0.3,3.9,31.7,23.1,8.6,16.9,2.3,0.1,0.1,3.8,2.6,0.6,1.1,1.5,1.5,42.6,13.6,6.1,2.3,14.0,4.4,1.6,16.4,8.6,6.2,68.4,63.51,0,-0.39
1017,16902,17870,27.3,19.0,32.8,39.3,39.8,30.63,12.9,37.3,43.53,37.3,53.5,38.7,3.6,0.2,1.1,0.0,0.3,2.6,46.5,40.1,6.4,15.9,2.3,0.1,0.1,4.7,2.6,0.7,0.8,0.9,0.1,39.2,10.6,5.8,2.2,14.7,5.0,1.4,15.1,8.5,7.0,66.1,49.26,0,-0.16
1019,12327,12644,22.53,19.0,38.6,34.53,45.6,27.01,13.2,41.2,40.21,41.2,90.4,4.0,1.6,0.4,0.2,0.0,0.2,3.2,9.6,4.4,5.2,21.3,2.1,0.1,0.1,3.5,2.1,0.6,0.6,0.0,0.0,51.3,14.2,5.3,1.9,13.7,5.7,1.4,14.5,8.9,3.5,79.2,0.0,0,-0.73
1021,22000,23014,26.78,19.7,29.5,39.88,36.1,32.16,12.8,32.0,44.96,32.0,77.5,9.0,9.8,0.2,0.4,0.0,0.3,2.8,22.5,9.7,12.8,19.4,2.1,0.1,0.1,4.3,2.4,0.3,0.3,0.1,0.1,50.8,18.8,5.8,2.4,12.1,4.1,1.4,13.4,7.5,5.0,76.5,14.46,0,-0.67
1023,6113,6552,22.04,18.3,38.2,33.74,44.8,27.16,13.7,40.9,40.86,40.9,55.6,41.2,0.9,0.2,0.2,0.0,0.1,1.9,44.5,41.5,3.0,18.1,1.5,0.0,0.0,3.9,1.3,0.2,0.3,0.0,0.0,40.5,11.2,3.4,1.1,16.7,6.0,1.5,19.0,10.4,5.1,81.2,0.0,0,-0.16
1025,10933,12154,24.02,18.6,34.5,35.82,41.3,29.93,13.3,37.6,43.23,37.6,51.8,44.3,0.9,0.3,0.4,0.0,0.2,2.1,48.2,44.9,3.3,17.9,1.6,0.0,0.0,3.8,1.2,0.6,0.8,0.1,0.1,42.8,12.5,3.8,1.8,14.6,4.5,1.2,16.7,9.3,7.2,75.8,0.0,0,-0.12
1027,7048,7188,23.75,19.3,35.2,36.15,42.1,28.92,13.5,38.0,42.42,38.0,79.1,13.6,3.2,0.3,0.3,0.0,0.2,3.3,20.9,14.1,6.8,20.6,1.9,0.1,0.1,3.7,1.5,0.9,0.9,0.0,0.0,49.6,14.8,4.7,2.0,13.7,5.3,1.3,15.0,9.1,5.2,73.8,0.0,0,-0.62
1029,7454,7602,23.62,20.4,32.6,36.72,39.9,28.86,13.1,35.9,41.96,35.9,91.3,3.0,1.9,0.3,0.1,0.0,0.1,3.3,8.7,3.2,5.5,20.3,1.9,0.1,0.1,3.6,1.9,0.6,0.6,0.1,0.1,50.6,17.3,4.9,2.1,14.0,4.9,1.8,14.8,8.5,3.9,75.6,0.0,0,-0.8
1031,26377,27088,28.51,19.2,28.0,41.31,34.4,32.53,12.8,31.7,45.33,31.7,66.9,16.2,9.1,0.8,1.7,0.1,0.4,4.9,33.2,18.3,14.9,19.2,1.9,0.1,0.1,3.6,2.4,0.7,0.4,0.2,0.1,48.6,18.0,4.9,1.9,13.4,4.0,1.5,14.4,7.8,5.8,67.5,52.47,0,-0.53
1033,27423,29804,26.07,18.7,32.5,38.07,39.2,31.25,12.5,36.2,43.75,36.2,75.6,16.1,3.0,0.4,0.8,0.0,0.2,3.9,24.4,17.1,7.3,19.3,1.9,0.1,0.1,3.4,2.0,0.2,0.3,0.1,0.1,45.4,14.8,4.7,1.8,13.5,4.5,1.4,17.3,9.3,5.8,69.1,59.7,0,-0.39
1035,5577,6020,23.18,18.0,37.7,34.28,44.6,27.36,12.7,41.0,40.06,41.0,50.3,43.9,2.2,0.6,0.3,0.0,0.1,2.5,49.6,44.3,5.3,16.3,1.7,0.1,0.1,4.4,2.2,0.6,0.5,0.0,0.0,37.3,9.6,4.0,1.8,17.5,6.1,1.2,17.1,10.1,7.4,73.8,0.0,0,-0.07
1037,5226,5161,22.48,21.1,39.4,35.58,47.4,27.28,14.4,41.0,41.68,41.0,65.5,28.9,1.9,0.2,0.1,0.0,0.5,2.9,34.5,29.5,5.0,19.1,2.3,0.1,0.1,5.0,2.1,2.5,0.4,0.0,0.0,44.8,10.4,5.4,1.8,16.5,5.8,1.2,15.0,8.3,4.4,78.2,0.0,0,-0.33
1039,18160,19410,23.38,17.8,35.3,34.88,41.6,29.1,12.1,38.5,41.2,38.5,81.6,12.1,1.7,0.4,0.6,0.0,0.2,3.3,18.3,12.9,5.4,18.9,2.1,0.1,0.1,3.6,2.1,0.5,0.8,0.3,0.4,46.1,14.7,5.3,2.2,14.1,5.2,1.3,16.6,9.6,5.2,72.7,31.18,0,-0.68
1041,6326,6868,24.15,18.2,34.2,35.95,40.6,29.57,13.0,37.9,42.57,37.9,70.7,23.4,1.4,0.4,0.6,0.0,0.2,3.3,29.3,24.2,5.1,18.5,2.0,0.0,0.1,3.5,1.6,0.2,0.8,0.1,0.1,42.9,13.5,4.7,2.2,15.1,5.2,1.1,17.1,9.6,6.9,71.1,0.0,0,-0.48
1043,43273,44593,26.48,19.4,30.9,39.18,37.6,31.32,12.5,34.6,43.82,34.6,89.1,1.0,4.7,0.3,0.6,0.1,0.2,4.0,10.9,1.8,9.1,20.5,2.0,0.1,0.1,3.7,2.3,0.5,0.6,0.3,0.1,52.2,18.3,5.2,1.9,12.4,4.0,1.6,14.2,8.1,3.9,74.2,24.4,0,-0.77
1045,24216,25110,29.17,17.6,29.0,40.67,35.1,33.97,11.9,32.5,45.87,32.5,66.1,20.5,6.6,0.4,1.3,0.1,0.3,4.7,33.9,22.1,11.8,18.2,2.1,0.2,0.1,3.5,2.4,0.3,0.3,0.6,0.3,44.9,15.9,5.4,2.2,14.8,4.5,1.5,15.1,7.4,6.3,59.6,49.55,0,-0.46
1047,17939,20523,24.23,17.4,33.2,35.43,39.4,30.2,12.6,35.9,42.8,35.9,26.9,69.7,0.8,0.1,0.4,0.0,0.1,1.9,73.0,70.2,2.8,12.9,2.1,0.0,0.0,5.2,1.7,0.5,0.4,0.2,0.1,31.1,7.8,5.1,2.1,15.3,5.1,1.3,17.8,8.9,11.4,60.4,55.14,1,0.37
1049,35344,36264,25.99,19.2,29.1,38.69,35.6,31.38,12.5,32.4,43.88,32.4,76.1,1.4,16.4,1.0,0.3,0.0,0.1,4.6,23.8,1.8,22.0,19.4,1.9,0.1,0.1,4.2,2.1,0.5,0.5,0.1,0.1,51.5,19.0,5.3,2.3,12.0,4.3,1.8,13.9,8.1,4.9,74.0,11.7,0,-0.7
1051,44351,43626,28.35,20.4,29.0,42.05,35.7,32.54,13.5,32.7,46.04,32.7,71.1,20.6,3.2,0.3,0.8,0.0,0.3,3.7,28.9,21.7,7.2,19.2,1.7,0.1,0.0,3.5,1.8,5.1,1.4,0.0,0.0,52.1,18.0,4.6,1.9,11.6,3.7,1.6,13.3,6.8,5.8,76.0,28.76,0,-0.48
1053,18254,18503,26.67,20.1,30.7,40.47,37.0,29.78,12.5,35.7,42.28,35.7,59.9,29.7,2.0,4.0,0.3,0.1,0.1,3.8,40.0,30.1,9.9,16.3,2.0,0.1,0.1,3.8,1.6,5.1,0.4,0.0,0.0,41.4,13.5,5.3,2.3,13.8,4.8,1.5,17.8,10.0,7.5,69.7,34.72,0,-0.37
1055,50043,53393,25.78,19.5,31.8,38.38,38.7,30.89,12.9,35.7,43.79,35.7,75.1,14.5,4.7,0.3,0.9,0.0,0.3,4.1,24.8,15.7,9.1,18.6,2.0,0.1,0.1,4.0,2.1,0.7,0.5,0.2,0.2,46.2,15.1,5.2,2.1,13.0,4.5,1.4,16.2,9.3,5.7,71.1,56.83,0,-0.5
1057,7977,8344,23.32,18.8,35.1,35.32,41.9,28.79,12.8,38.0,41.59,38.0,83.0,10.5,2.4,0.3,0.3,0.0,0.2,3.3,17.0,11.0,6.0,20.3,1.7,0.1,0.0,3.4,1.9,0.6,0.8,0.4,0.3,50.1,15.6,4.2,1.8,13.0,5.4,1.2,16.1,9.5,4.7,75.3,0.0,0,-0.67
1059,15868,16245,27.17,19.1,27.3,39.87,33.7,31.76,12.1,31.6,43.86,31.6,73.4,3.5,19.5,0.4,0.2,0.0,0.2,2.7,26.5,3.9,22.6,18.8,2.0,0.1,0.1,4.4,2.4,0.5,0.8,0.0,0.0,50.0,19.2,5.6,2.5,11.6,3.9,1.9,14.2,8.1,5.8,68.1,30.95,0,-0.65
1061,13086,13573,23.74,19.4,33.8,36.04,40.9,29.35,12.9,37.0,42.25,37.0,81.2,8.4,4.9,0.6,0.3,0.0,0.3,4.3,18.8,9.0,9.8,19.4,2.2,0.1,0.0,3.7,2.0,0.5,0.4,0.1,0.1,47.6,15.3,5.5,2.2,13.9,5.2,1.4,14.9,9.0,4.8,73.1,0.56,0,-0.74
1063,3645,4085,24.76,15.8,36.1,34.86,41.8,28.07,11.7,40.4,39.77,40.4,16.6,80.6,0.8,0.1,0.1,0.0,0.1,1.7,83.4,80.8,2.6,11.5,2.2,0.1,0.1,5.4,1.7,0.4,0.4,0.0,0.1,26.6,5.6,5.3,2.2,18.1,7.0,0.9,19.8,10.3,10.1,68.5,0.0,1,0.63
1065,6980,7805,24.68,17.4,33.2,36.38,38.9,31.14,12.7,36.3,43.84,36.3,40.4,56.2,1.0,0.2,0.1,0.0,0.2,1.8,59.5,56.5,3.0,15.3,1.7,0.1,0.1,4.8,1.4,0.4,0.7,0.1,0.0,36.7,11.0,4.2,1.7,15.2,4.9,1.4,17.0,8.6,9.0,75.5,0.0,1,0.19
1067,8292,8854,22.03,19.7,36.4,35.13,43.0,27.77,12.9,40.4,40.67,40.4,69.1,24.7,1.9,0.3,0.4,0.0,0.3,3.3,30.9,25.4,5.5,19.9,1.8,0.1,0.1,3.6,1.7,0.3,0.4,0.0,0.0,47.9,14.3,4.6,1.6,13.3,5.2,1.5,15.6,9.5,5.3,78.3,0.0,0,-0.43
1069,51144,56058,26.02,18.2,30.6,38.12,36.7,32.41,12.6,34.1,45.01,34.1,63.7,26.3,4.2,0.3,1.2,0.1,0.3,4.0,36.4,27.8,8.6,17.9,2.2,0.1,0.1,3.9,2.2,0.3,0.3,0.2,0.1,43.5,14.6,5.7,2.1,13.1,4.2,1.4,17.1,9.2,7.4,62.7,65.68,0,-0.43
1071,25637,26942,24.5,19.5,34.2,37.3,40.9,29.72,13.1,37.7,42.82,37.7,85.8,3.1,3.2,1.3,0.4,0.0,0.2,6.0,14.2,3.7,10.5,20.5,2.1,0.1,0.1,3.8,1.9,0.4,0.4,0.2,0.2,49.9,15.8,5.3,2.0,12.8,4.7,1.3,15.6,9.2,4.3,74.5,24.69,0,-0.67
1073,317832,356889,30.37,18.2,27.8,42.67,33.7,36.42,11.7,31.6,48.12,31.6,48.1,41.5,5.2,0.2,1.9,0.0,0.3,2.8,51.9,43.7,8.2,15.8,1.9,0.2,0.2,4.4,2.7,0.6,0.4,0.6,0.9,39.1,14.3,5.0,1.6,14.1,3.8,1.2,18.1,7.9,7.4,61.4,87.93,1,0.13
1075,6868,7104,22.66,19.3,35.7,35.26,42.4,28.61,13.4,38.0,42.01,38.0,85.3,10.2,1.5,0.2,0.0,0.0,0.2,2.6,14.7,10.4,4.3,20.5,1.6,0.1,0.0,3.2,1.6,0.5,0.4,0.1,0.1,48.3,15.0,3.9,1.4,14.7,6.2,1.4,16.1,9.5,4.9,74.0,0.0,0,-0.72
1077,44910,48654,28.76,17.6,32.2,39.96,38.6,33.55,11.9,35.9,45.45,35.9,81.8,9.8,3.3,0.3,0.8,0.0,0.2,3.8,18.2,10.8,7.4,19.3,1.9,0.1,0.1,2.8,2.5,0.5,0.5,0.9,1.4,46.0,14.8,4.8,1.6,14.1,4.5,1.3,18.0,9.4,4.9,66.7,47.84,0,-0.45
1079,16192,16881,24.62,19.9,32.8,36.72,40.6,29.76,14.1,35.5,43.86,35.5,74.7,10.0,2.7,4.4,0.3,0.0,0.2,7.7,25.3,10.5,14.8,20.6,1.8,0.1,0.1,3.5,1.6,0.4,0.3,0.0,0.0,50.7,16.1,4.5,1.9,13.3,4.6,1.5,14.4,8.3,4.6,79.3,0.01,0,-0.54
1081,85241,89000,39.26,16.3,21.5,50.26,26.8,44.29,11.2,24.0,55.49,24.0,63.0,22.5,5.2,0.2,4.9,0.1,0.3,3.8,37.0,27.7,9.3,16.6,1.9,0.1,0.1,3.5,6.3,0.2,0.2,1.2,1.5,42.3,17.3,5.1,1.5,13.8,2.5,1.7,14.7,5.2,5.9,58.1,73.61,0,-0.2
1083,51751,51819,27.96,21.1,27.6,41.86,34.8,32.68,13.7,30.7,46.38,30.7,73.1,12.7,7.0,0.4,1.8,0.1,0.3,4.6,26.9,14.8,12.1,20.8,1.7,0.1,0.1,3.3,1.8,2.5,0.3,0.1,0.0,55.1,21.4,4.6,1.7,11.4,3.3,1.5,13.3,6.9,4.7,76.5,48.99,0,-0.42
1085,4969,5342,24.44,18.2,36.6,36.04,43.2,28.68,13.7,39.2,42.38,39.2,27.2,69.3,1.4,0.1,0.1,0.0,0.0,1.8,72.7,69.4,3.3,14.8,1.8,0.1,0.0,5.8,1.4,1.2,0.7,0.0,0.0,36.3,8.6,4.4,1.8,16.6,5.8,1.1,15.7,7.5,8.0,76.0,0.0,1,0.46
1087,8836,10696,30.76,16.5,33.5,40.96,39.8,39.43,11.3,34.1,50.73,34.1,16.3,78.8,1.8,0.2,0.4,0.0,0.2,2.1,83.5,79.4,4.1,10.3,1.8,0.1,0.1,4.8,3.2,0.4,0.0,3.3,6.9,25.4,5.5,4.7,1.7,18.4,5.6,1.1,20.6,10.1,8.5,63.1,46.09,1,0.63
1089,189341,198812,31.5,18.0,28.0,43.1,34.4,35.54,12.6,31.1,48.14,31.1,61.2,23.5,6.4,0.5,2.6,0.1,0.4,5.2,38.7,26.5,12.2,18.9,1.9,0.1,0.1,3.4,2.5,0.3,0.4,0.9,0.9,46.9,17.2,5.1,1.6,14.3,3.2,1.4,15.8,6.9,5.4,66.3,82.9,0,-0.08
1091,9102,10221,24.21,18.3,33.9,35.71,40.7,29.47,13.6,36.3,43.07,36.3,43.3,52.4,1.9,0.0,0.3,0.0,0.2,1.8,56.6,52.9,3.7,16.1,1.8,0.1,0.1,3.9,1.8,0.4,0.6,0.1,0.0,38.0,11.2,4.2,1.8,15.8,5.6,1.3,17.4,8.7,8.7,72.3,32.23,1,0.01
1093,14507,14834,25.1,20.1,32.9,37.9,40.2,29.86,13.3,37.1,43.16,37.1,88.9,3.7,2.9,0.3,0.3,0.0,0.1,3.7,11.0,4.1,6.9,19.7,1.9,0.1,0.1,3.3,2.2,1.6,0.6,0.2,0.2,47.4,15.4,4.9,1.9,13.7,4.6,1.3,17.3,10.1,4.5,70.4,0.0,0,-0.78
1095,47900,49712,26.97,18.2,29.1,38.87,35.4,31.28,12.3,32.7,43.58,32.7,76.5,2.3,16.0,0.4,0.6,0.1,0.2,3.8,23.4,3.1,20.3,19.1,2.0,0.1,0.1,4.6,2.5,0.4,0.5,0.1,0.1,50.3,18.6,5.6,2.4,11.6,4.2,1.8,14.7,8.7,5.3,70.5,46.35,0,-0.69
1097,197788,217021,28.62,17.8,29.2,40.42,35.2,34.58,11.8,31.9,46.38,31.9,54.7,35.1,3.2,0.9,2.1,0.1,0.3,3.7,45.4,37.5,7.9,15.9,2.2,0.2,0.1,4.6,2.5,0.6,0.3,0.4,0.6,40.6,13.8,5.9,2.2,13.4,4.1,1.4,15.6,7.5,8.3,64.6,77.6,0,-0.12
1099,9505,10267,24.09,18.9,33.9,36.49,40.4,29.84,13.4,37.1,43.24,37.1,52.3,41.7,1.0,1.4,0.4,0.0,0.2,2.9,47.6,42.3,5.3,17.5,1.9,0.1,0.1,3.8,1.4,0.5,0.5,0.0,0.0,41.8,11.9,4.6,2.0,14.4,5.0,1.2,16.9,9.5,7.5,74.8,21.67,0,-0.16
1101,107930,121024,30.3,18.3,26.9,42.6,32.9,36.14,12.1,30.8,48.24,30.8,32.0,56.7,4.7,0.2,3.5,0.1,0.3,2.6,68.1,60.5,7.6,13.9,2.0,0.1,0.1,4.8,2.4,1.6,0.5,0.7,0.9,34.5,11.9,5.3,2.2,15.3,4.0,1.4,18.9,8.1,9.3,56.3,87.64,1,0.31
1103,60608,62813,26.95,19.2,30.1,39.55,36.7,31.51,12.7,34.0,44.21,34.0,71.5,12.4,10.0,0.5,0.7,0.1,0.3,4.5,28.5,13.4,15.1,19.1,2.0,0.1,0.1,3.8,2.2,1.1,0.5,0.1,0.1,48.1,16.6,5.3,2.1,13.0,4.0,1.6,15.4,8.4,5.8,70.1,61.56,0,-0.49
1105,4051,4460,29.7,16.7,31.7,40.6,37.5,31.12,12.1,37.0,43.22,37.0,27.6,69.5,1.0,0.2,0.1,0.0,0.0,1.6,72.4,69.6,2.8,11.9,1.8,0.0,0.1,6.2,1.4,0.6,0.8,3.5,1.3,30.2,7.8,4.6,2.2,15.7,5.1,1.7,18.0,9.6,11.3,67.4,0.0,1,0.48
1107,8567,10556,23.56,18.7,35.4,35.46,42.2,35.11,14.0,34.2,49.11,34.2,52.6,38.9,5.5,0.1,0.4,0.0,0.1,2.3,47.3,39.4,7.9,15.7,1.2,0.1,0.0,3.7,1.4,1.1,8.1,0.0,0.0,40.7,11.8,3.4,1.3,15.7,5.8,1.1,17.0,9.6,7.8,74.5,0.0,0,-0.16
1109,15387,17622,35.9,16.3,27.5,46.7,33.0,42.24,10.8,29.5,53.04,29.5,54.6,36.6,2.7,0.5,1.7,0.0,0.4,3.4,45.3,38.7,6.6,14.5,2.0,0.1,0.1,3.4,4.8,0.2,0.4,2.3,3.5,34.7,11.2,4.8,1.7,16.1,4.4,1.1,19.9,8.2,6.7,56.9,43.82,0,-0.17
1111,10639,11328,24.02,18.0,35.2,35.02,42.2,29.71,13.0,37.0,42.71,37.0,75.7,17.4,2.8,0.2,0.4,0.0,0.2,3.3,24.3,18.0,6.3,19.2,2.0,0.1,0.1,3.7,1.7,0.4,0.6,0.4,0.4,47.5,13.3,5.0,2.2,14.0,5.4,1.2,14.9,8.6,6.0,75.0,0.0,0,-0.58
1113,28287,30896,28.43,17.6,27.5,39.83,33.7,34.83,12.1,30.4,46.93,30.4,45.1,43.8,5.4,0.3,0.7,0.2,0.4,4.1,54.9,44.9,10.0,15.3,2.3,0.1,0.1,4.3,2.2,0.5,0.4,0.0,0.0,38.1,13.5,5.9,2.3,14.7,4.3,1.8,16.4,7.3,9.2,57.1,59.65,1,0.06
1115,45128,45975,26.34,19.7,29.9,39.34,36.6,32.05,13.0,32.9,45.05,32.9,82.3,9.5,2.8,0.3,0.7,0.0,0.3,4.2,17.8,10.5,7.3,20.5,1.8,0.2,0.1,3.9,2.0,1.8,0.5,0.0,0.0,54.8,20.3,5.0,1.8,10.6,3.4,1.5,12.7,7.0,4.7,81.2,32.89,0,-0.64
1117,107510,115514,27.59,20.7,26.7,41.69,33.3,34.55,13.6,29.5,48.15,29.5,73.0,12.9,7.4,0.2,2.3,0.0,0.4,3.9,27.1,15.6,11.5,21.4,1.5,0.1,0.1,3.4,2.0,0.6,0.3,0.2,0.3,56.9,23.7,4.4,1.4,9.5,2.6,1.4,13.9,6.6,4.6,78.1,76.03,0,-0.4
1119,5672,6673,31.17,14.8,32.3,40.37,37.9,35.71,11.5,34.8,47.21,34.8,23.8,72.5,1.1,0.2,0.8,0.0,0.1,1.5,76.2,73.4,2.8,11.7,1.8,0.1,0.0,4.6,2.0,0.3,0.4,3.4,4.6,28.9,7.2,4.4,2.1,17.0,5.2,1.2,20.3,10.0,10.1,67.6,0.0,1,0.48
1121,39888,42261,26.45,20.1,31.9,39.55,38.9,32.17,13.2,34.5,45.37,34.5,61.8,32.1,2.2,0.2,0.5,0.0,0.3,3.0,38.3,32.9,5.4,16.9,2.2,0.1,0.1,4.1,2.2,2.3,0.6,0.5,0.5,42.2,12.4,5.6,2.3,14.3,4.8,1.4,15.9,8.0,7.1,70.3,41.32,0,-0.25
1123,20076,21235,22.95,18.6,36.8,34.55,43.8,28.25,13.4,39.6,41.65,39.6,68.4,25.1,2.8,0.2,0.5,0.0,0.2,2.8,31.6,25.8,5.8,18.8,2.1,0.1,0.1,3.8,1.9,0.8,0.7,0.2,0.0,45.0,12.0,5.2,2.1,13.5,5.3,1.3,15.9,9.0,6.7,71.3,21.59,0,-0.43
1125,108721,118315,37.4,16.7,23.8,48.8,29.1,43.33,10.7,25.9,54.03,25.9,59.4,30.3,5.4,0.2,1.4,0.0,0.3,2.9,40.5,32.0,8.5,15.2,1.9,0.1,0.1,3.8,5.0,0.6,0.4,1.6,2.3,38.7,14.5,5.1,1.9,15.1,3.2,1.6,16.5,6.1,7.0,58.9,68.91,0,-0.15
1127,31939,33403,25.49,19.5,33.0,37.99,40.0,30.23,12.7,37.0,42.93,37.0,86.3,6.0,3.3,0.3,0.4,0.0,0.2,3.5,13.7,6.6,7.1,18.9,2.1,0.1,0.1,4.3,2.5,0.7,0.7,0.1,0.1,47.1,15.2,5.4,2.1,13.5,4.7,1.5,15.4,8.6,4.4,74.6,20.31,0,-0.68
1129,7555,7833,24.09,18.0,35.3,35.49,41.9,29.19,12.7,37.7,41.89,37.7,66.7,21.6,0.9,7.2,0.1,0.0,0.1,3.4,33.3,21.8,11.5,20.0,1.5,0.1,0.1,3.8,1.4,0.3,0.4,0.0,0.0,49.0,16.0,3.7,1.6,14.6,5.6,1.0,15.3,8.8,4.7,82.9,0.0,0,-0.48
1131,5132,5468,23.94,18.6,34.3,36.14,40.7,29.32,12.8,37.0,42.12,37.0,27.0,70.0,1.1,0.1,0.1,0.0,0.2,1.5,73.0,70.3,2.7,12.8,1.7,0.1,0.1,6.0,1.5,1.2,0.4,0.4,0.2,31.8,8.0,4.2,1.7,17.1,6.6,1.2,15.6,8.4,10.5,77.2,0.0,1,0.37
1133,11532,12008,23.32,19.6,35.6,35.62,42.9,28.78,13.5,38.7,42.28,38.7,91.8,0.6,3.5,0.4,0.2,0.0,0.2,3.4,8.3,1.0,7.3,21.0,2.1,0.1,0.1,3.8,1.9,0.4,0.7,0.1,0.3,50.7,15.6,5.2,1.8,13.4,4.9,1.2,15.8,9.4,4.2,76.6,0.0,0,-0.82
2002,50970,44685,39.55,15.8,21.6,50.45,26.5,40.39,10.8,23.8,51.19,23.8,66.0,4.0,7.7,7.6,3.2,0.6,0.8,10.1,34.0,8.0,26.0,18.1,2.7,0.2,0.1,3.0,4.5,0.4,0.3,2.7,0.7,47.8,20.5,7.4,2.2,17.8,3.9,2.0,11.8,3.9,4.1,58.9,74.64,0,-0.12
2006,7982,6786,25.35,17.57,33.8,37.09,39.63,31.23,11.3,32.37,42.53,32.37,52.17361863,0.541711809,3.6023835,35.60400867,0.758396533,0.176056338,0.365655471,6.778169014,47.83,1.67,46.16,15.6554713,3.6971831,0.1625135,0.0541712,3.6836403,2.1329902,0.0,0.00677,3.9748104,1.1646804,40.6894162,14.0654772,9.1460246,3.8801316,22.380045,7.5697211,1.9054218,11.6403949,4.7981985,4.0879958,74.2421618,0.0,0,-0.26
2010,847,772,24.5,19.3,36.8,37.8,42.8,36.37,12.4,30.1,48.77,30.1,85.1,0.6,2.0,3.6,0.8,0.2,0.2,7.5,14.9,1.6,13.3,21.2,2.9,0.0,0.3,2.2,2.7,0.0,0.0,0.7,0.6,46.0,16.3,7.9,1.5,23.0,6.4,0.9,13.8,3.3,1.9,72.7,0.0,0,-0.48
2012,55383,51698,28.18,18.4,26.1,40.58,32.1,34.04,11.9,26.9,45.94,26.9,75.7,1.0,4.9,6.1,1.4,0.4,0.7,9.7,24.2,3.1,21.1,19.2,2.6,0.1,0.1,3.1,3.4,1.6,0.1,0.3,0.3,53.9,22.6,7.6,2.7,12.9,3.8,2.3,10.3,4.5,4.0,75.6,49.91,0,-0.47
