GEOID,Pop_Urban,Pop_Rural,%Urban_pop
55017,24847,41450,37.48
55019,0,34659,0.0
55021,19745,38745,33.76
55023,5961,10152,36.99
55025,485269,76235,86.42
55027,40330,49066,45.11
55029,9429,20637,31.36
55031,27191,17104,61.39
55033,17022,28418,37.46
55035,80628,25082,76.27
55037,0,4558,0.0
55039,66391,37763,63.74
55041,0,9179,0.0
55043,11838,40100,22.79
55045,10725,26368,28.91
55047,5202,13816,27.35
55049,4898,18811,20.66
55051,2016,4121,32.85
55053,4415,16730,20.88
55055,47119,37781,55.5
55057,0,26718,0.0
55059,147021,22130,86.92
55061,0,20563,0.0
55063,98911,21873,81.89
55065,0,16611,0.0
55067,8071,11420,41.41
55069,9519,18896,33.5
55071,46558,34801,57.23
55073,78131,59882,56.61
55075,16430,25442,39.24
55077,0,15592,0.0
55078,0,4255,0.0
55079,936887,2602,99.72
55081,20003,26271,43.23
55083,0,38965,0.0
55085,9738,28107,25.73
55087,142279,48426,74.61
55089,69257,22246,75.69
55091,0,7318,0.0
55093,12683,29529,30.05
55095,0,44977,0.0
55097,44615,25762,63.39
55099,0,14054,0.0
55101,169359,28368,85.65
55103,4924,12380,28.46
55105,130886,32801,79.96
55107,0,14188,0.0
55109,33684,59852,36.01
55111,36364,29399,55.3
55113,0,18074,0.0
55115,12229,28652,29.91
55117,83380,34654,70.64
55119,4114,15799,20.66
55121,0,30760,0.0
55123,4044,26670,13.17
55125,0,23047,0.0
55127,67182,39296,63.09
55129,0,16623,0.0
55131,84301,52460,61.64
55133,345086,61892,84.79
55135,18838,32974,36.36
55137,87,24433,0.35
55139,141825,29905,82.59
55141,47880,26327,64.52
56001,32261,4805,87.04
56003,0,11521,0.0
56005,34422,12604,73.2
56007,7700,6837,52.97
56009,6498,7253,47.25
56011,0,7181,0.0
56013,18211,21023,46.42
56015,6436,6062,51.5
56017,0,4621,0.0
56019,4516,3931,53.46
56021,79250,21262,78.85
56023,0,19581,0.0
56025,67751,12204,84.74
56027,0,2467,0.0
56029,16484,13140,55.64
56031,0,8605,0.0
56033,19430,11491,62.84
56035,0,8728,0.0
56037,37726,4546,89.25
56039,10760,12571,46.12
56041,11416,9034,55.82
56043,4889,2796,63.62
56045,0,6838,0.0
