GEOID,TOTAL_VOTES,DEM_VOTES,DEM_SHARE,REP_VOTES,REP_SHARE,THRD_VOTES,THRD_SHARE,PARTY_WIN,PARTY_LEAD, 
21065,6538,1355,20.72,5100,78.01,83,1.27,0,-0.57,
21067,152664,90566,59.32,58845,38.55,3253,2.13,1,0.21,
21069,7066,1474,20.86,5534,78.32,58,0.82,0,-0.57,
21071,16351,3884,23.75,12250,74.92,217,1.33,0,-0.51,
21073,26059,12650,48.54,12900,49.5,509,1.95,0,-0.01,
21075,2421,791,32.67,1605,66.29,25,1.03,0,-0.34,
21077,3849,822,21.36,2955,76.77,72,1.87,0,-0.55,
21079,8703,1830,21.03,6754,77.61,119,1.37,0,-0.57,
21081,11106,2205,19.85,8725,78.56,176,1.58,0,-0.59,
21083,17018,3559,20.91,13206,77.6,253,1.49,0,-0.57,
21085,11983,2400,20.03,9453,78.89,130,1.08,0,-0.59,
21087,5812,920,15.83,4838,83.24,54,0.93,0,-0.67,
21089,18176,4873,26.81,13064,71.88,239,1.31,0,-0.45,
21091,4587,1351,29.45,3145,68.56,91,1.98,0,-0.39,
21093,48941,18101,36.99,29832,60.96,1008,2.06,0,-0.24,
21095,10971,1494,13.62,9367,85.38,110,1,0,-0.72,
21097,8853,2400,27.11,6334,71.55,119,1.34,0,-0.44,
21099,8369,1908,22.8,6345,75.82,116,1.39,0,-0.53,
21101,20688,7639,36.92,12730,61.53,319,1.54,0,-0.25,
21103,8107,2142,26.42,5843,72.07,122,1.5,0,-0.46,
21105,2199,458,20.83,1714,77.94,27,1.23,0,-0.57,
21107,21509,5439,25.29,15757,73.26,313,1.46,0,-0.48,
21109,6113,605,9.9,5453,89.2,55,0.9,0,-0.79,
21111,386093,228288,59.13,150619,39.01,7186,1.86,1,0.2,
21113,26251,8567,32.63,17096,65.13,588,2.24,0,-0.32,
21115,10192,1608,15.78,8450,82.91,134,1.31,0,-0.67,
21117,82108,32265,39.3,48123,58.61,1720,2.09,0,-0.19,
21119,6251,1412,22.59,4779,76.45,60,0.96,0,-0.54,
21121,13273,2114,15.93,11012,82.97,147,1.11,0,-0.67,
21123,7301,1504,20.6,5685,77.87,112,1.53,0,-0.57,
21125,28097,4474,15.92,23234,82.69,389,1.38,0,-0.67,
21127,6955,1238,17.8,5633,80.99,84,1.21,0,-0.63,
21129,2659,459,17.26,2159,81.2,41,1.54,0,-0.64,
21131,4811,446,9.27,4321,89.82,44,0.91,0,-0.81,
21133,9135,1799,19.69,7226,79.1,110,1.2,0,-0.59,
21135,5883,823,13.99,4986,84.75,74,1.26,0,-0.71,
21137,10913,2254,20.65,8489,77.79,170,1.56,0,-0.57,
21139,5003,939,18.77,4010,80.15,54,1.08,0,-0.61,
21141,12346,3094,25.06,9067,73.44,185,1.5,0,-0.48,
21143,4228,1092,25.83,3100,73.32,36,0.85,0,-0.47,
21145,33521,11190,33.38,21820,65.09,511,1.52,0,-0.32,
21147,6435,725,11.27,5664,88.02,46,0.71,0,-0.77,
21149,4782,1074,22.46,3633,75.97,75,1.57,0,-0.54,
21151,43903,15580,35.49,27353,62.3,970,2.21,0,-0.27,
21153,5446,1213,22.27,4174,76.64,59,1.08,0,-0.54,
21155,8928,2722,30.49,6113,68.47,93,1.04,0,-0.38,
21157,17601,4071,23.13,13297,75.55,233,1.32,0,-0.52,
21159,3930,403,10.25,3496,88.96,31,0.79,0,-0.79,
21161,7958,2362,29.68,5477,68.82,119,1.5,0,-0.39,
21163,14110,3632,25.74,10184,72.18,294,2.08,0,-0.46,
21165,3102,750,24.18,2311,74.5,41,1.32,0,-0.5,
21167,11735,3033,25.85,8506,72.48,196,1.67,0,-0.47,
21169,5012,975,19.45,3959,78.99,78,1.56,0,-0.6,
21171,5330,657,12.33,4628,86.83,45,0.84,0,-0.74,
21173,12837,3630,28.28,8993,70.06,214,1.67,0,-0.42,
21175,5535,1172,21.17,4297,77.63,66,1.19,0,-0.56,
21177,14229,3544,24.91,10496,73.76,189,1.33,0,-0.49,
21179,23245,7188,30.92,15703,67.55,354,1.52,0,-0.37,
21181,3396,955,28.12,2408,70.91,33,0.97,0,-0.43,
21183,11127,2404,21.61,8582,77.13,141,1.27,0,-0.56,
21185,37936,14504,38.23,22651,59.71,781,2.06,0,-0.21,
21187,5456,1098,20.12,4292,78.67,66,1.21,0,-0.59,
21189,1895,216,11.4,1670,88.13,9,0.47,0,-0.77,
21191,6925,1322,19.09,5515,79.64,88,1.27,0,-0.61,
21193,10606,2350,22.16,8118,76.54,138,1.3,0,-0.54,
21195,25368,4862,19.17,20279,79.94,227,0.89,0,-0.61,
21197,5505,1367,24.83,4041,73.41,97,1.76,0,-0.49,
21199,31537,5664,17.96,25441,80.67,432,1.37,0,-0.63,
21201,1146,253,22.08,884,77.14,9,0.79,0,-0.55,
21203,7783,1134,14.57,6577,84.5,72,0.93,0,-0.7,
21205,10058,3880,38.58,5994,59.59,184,1.83,0,-0.21,
21207,8939,1329,14.87,7506,83.97,104,1.16,0,-0.69,
21209,28950,10564,36.49,17764,61.36,622,2.15,0,-0.25,
21211,23542,8076,34.3,15054,63.95,412,1.75,0,-0.3,
21213,8732,2681,30.7,5888,67.43,163,1.87,0,-0.37,
21215,11429,2530,22.14,8737,76.45,162,1.42,0,-0.54,
21217,12510,2961,23.67,9376,74.95,173,1.38,0,-0.51,
21219,5351,1202,22.46,4060,75.87,89,1.66,0,-0.53,
21221,7375,1791,24.28,5487,74.4,97,1.32,0,-0.5,
21223,4319,1012,23.43,3227,74.72,80,1.85,0,-0.51,
21225,6576,1529,23.25,4965,75.5,82,1.25,0,-0.52,
21227,55351,22477,40.61,31790,57.43,1084,1.96,0,-0.17,
21229,6223,1644,26.42,4482,72.02,97,1.56,0,-0.46,
21231,9240,1700,18.4,7430,80.41,110,1.19,0,-0.62,
21233,5991,1412,23.57,4506,75.21,73,1.22,0,-0.52,
21235,15347,2552,16.63,12567,81.89,228,1.49,0,-0.65,
21237,2979,839,28.16,2097,70.39,43,1.44,0,-0.42,
21239,15211,6530,42.93,8362,54.97,319,2.1,0,-0.12,
22001,28425,5443,19.15,22596,79.49,386,1.36,0,-0.6,
22003,9810,2108,21.49,7574,77.21,128,1.3,0,-0.56,
22005,62325,20399,32.73,40687,65.28,1239,1.99,0,-0.33,
22007,11235,3833,34.12,7271,64.72,131,1.17,0,-0.31,
22009,17292,4979,28.79,12028,69.56,285,1.65,0,-0.41,
22011,16357,2542,15.54,13575,82.99,240,1.47,0,-0.67,
22013,7050,3067,43.5,3891,55.19,92,1.3,0,-0.12,
22015,54655,15662,28.66,38074,69.66,919,1.68,0,-0.41,
22017,104912,55110,52.53,48021,45.77,1781,1.7,1,0.07,
22019,82663,25982,31.43,55066,66.62,1615,1.95,0,-0.35,
22021,4762,745,15.64,3976,83.49,41,0.86,0,-0.68,
22023,4039,324,8.02,3671,90.89,44,1.09,0,-0.83,
22025,4858,1269,26.12,3541,72.89,48,0.99,0,-0.47,
22027,6580,2731,41.5,3770,57.29,79,1.2,0,-0.16,
22029,8828,3177,35.99,5550,62.87,101,1.14,0,-0.27,
22031,14736,5457,37.03,9112,61.83,167,1.13,0,-0.25,
22033,208182,115577,55.52,88420,42.47,4185,2.01,1,0.13,
22035,3036,1900,62.58,1080,35.57,56,1.84,1,0.27,
22037,10509,4280,40.73,6064,57.7,165,1.57,0,-0.17,
22039,15412,4158,26.98,11053,71.72,201,1.3,0,-0.45,
22041,9720,2658,27.35,6970,71.71,92,0.95,0,-0.44,
22043,9392,1157,12.32,8117,86.42,118,1.26,0,-0.74,
22045,32713,11027,33.71,21251,64.96,435,1.33,0,-0.31,
22047,16719,8514,50.92,7893,47.21,312,1.87,1,0.04,
22049,7632,2143,28.08,5394,70.68,95,1.24,0,-0.43,
22051,193733,84477,43.6,105949,54.69,3307,1.71,0,-0.11,
22053,14841,3208,21.62,11423,76.97,210,1.41,0,-0.55,
22055,114521,39685,34.65,72519,63.32,2317,2.02,0,-0.29,
22057,45388,8672,19.11,36024,79.37,692,1.52,0,-0.6,
22059,7077,638,9.02,6378,90.12,61,0.86,0,-0.81,
22061,19275,7559,39.22,11311,58.68,405,2.1,0,-0.19,
22063,65230,9249,14.18,54877,84.13,1104,1.69,0,-0.7,
22065,4670,2654,56.83,1930,41.33,86,1.84,1,0.15,
22067,11574,4946,42.73,6510,56.25,118,1.02,0,-0.14,
22069,16554,6896,41.66,9358,56.53,300,1.81,0,-0.15,
22071,177819,147854,83.15,26664,15,3301,1.86,1,0.68,
22073,69166,25913,37.46,42255,61.09,998,1.44,0,-0.24,
22075,11014,3414,31,7412,67.3,188,1.71,0,-0.36,
22077,12371,4683,37.85,7503,60.65,185,1.5,0,-0.23,
22079,58865,19475,33.08,38347,65.14,1043,1.77,0,-0.32,
22081,4132,1644,39.79,2413,58.4,75,1.82,0,-0.19,
22083,9940,3225,32.44,6607,66.47,108,1.09,0,-0.34,
22085,10596,1731,16.34,8776,82.82,89,0.84,0,-0.66,
22087,17650,6151,34.85,11179,63.34,320,1.81,0,-0.28,
22089,28517,9800,34.37,18233,63.94,484,1.7,0,-0.3,
22091,6158,3346,54.34,2714,44.07,98,1.59,1,0.1,
22093,12590,6510,51.71,5954,47.29,126,1,1,0.04,
22095,21432,13582,63.37,7538,35.17,312,1.46,1,0.28,
22097,41154,17372,42.21,23171,56.3,611,1.48,0,-0.14,
22099,27038,8439,31.21,18203,67.32,396,1.46,0,-0.36,
22101,23186,8055,34.74,14811,63.88,320,1.38,0,-0.29,
22103,140110,37746,26.94,99666,71.13,2698,1.93,0,-0.44,
22105,57661,18887,32.76,37806,65.57,968,1.68,0,-0.33,
22107,2554,1329,52.04,1197,46.87,28,1.1,1,0.05,
22109,46240,11198,24.22,34339,74.26,703,1.52,0,-0.5,
22111,11201,2654,23.69,8407,75.06,140,1.25,0,-0.51,
22113,27324,5009,18.33,21930,80.26,385,1.41,0,-0.62,
22115,17268,2898,16.78,14107,81.69,263,1.52,0,-0.65,
22117,19513,5970,30.59,13307,68.2,236,1.21,0,-0.38,
22119,18216,6172,33.88,11830,64.94,214,1.17,0,-0.31,
22121,14097,6200,43.98,7684,54.51,213,1.51,0,-0.11,
22123,5052,710,14.05,4317,85.45,25,0.49,0,-0.71,
22125,6268,2298,36.66,3863,61.63,107,1.71,0,-0.25,
22127,6225,1543,24.79,4619,74.2,63,1.01,0,-0.49,
23001,59361,27617,46.52,29268,49.31,2476,4.17,0,-0.03,
23003,36210,13956,38.54,21080,58.22,1174,3.24,0,-0.2,
23005,201685,133358,66.12,60422,29.96,7905,3.92,1,0.36,
23007,17599,8069,45.85,8754,49.74,776,4.41,0,-0.04,
23009,35676,19369,54.29,14982,41.99,1325,3.71,1,0.12,
23011,72615,34902,48.06,34721,47.82,2992,4.12,1,0,
23013,26032,15110,58.04,9982,38.35,940,3.61,1,0.2,
23015,23857,12684,53.17,10256,42.99,917,3.84,1,0.1,
23017,33810,14755,43.64,17698,52.35,1357,4.01,0,-0.09,
23019,86133,37713,43.78,44825,52.04,3595,4.17,0,-0.08,
23021,9996,3517,35.18,6143,61.45,336,3.36,0,-0.26,
23023,24280,13528,55.72,9755,40.18,997,4.11,1,0.16,
23025,27873,10199,36.59,16644,59.71,1030,3.7,0,-0.23,
23027,24566,12345,50.25,11196,45.58,1025,4.17,1,0.05,
23029,17570,6761,38.48,10194,58.02,615,3.5,0,-0.2,
23031,131042,71189,54.33,54817,41.83,5036,3.84,1,0.12,
24001,30641,9158,29.89,20886,68.16,597,1.95,0,-0.38,
24003,309617,172823,55.82,127821,41.28,8973,2.9,1,0.15,
24005,414932,258409,62.28,146202,35.24,10321,2.49,1,0.27,
24009,49113,22587,45.99,25346,51.61,1180,2.4,0,-0.06,
24011,15794,5095,32.26,10283,65.11,416,2.63,0,-0.33,
24013,100327,36456,36.34,60218,60.02,3653,3.64,0,-0.24,
24015,47462,16809,35.42,29439,62.03,1214,2.56,0,-0.27,
24017,89498,62171,69.47,25579,28.58,1748,1.95,1,0.41,
24019,15977,6857,42.92,8764,54.85,356,2.23,0,-0.12,
24021,145615,77675,53.34,63682,43.73,4258,2.92,1,0.1,
24023,15611,3281,21.02,12002,76.88,328,2.1,0,-0.56,
24025,148186,63095,42.58,80930,54.61,4161,2.81,0,-0.12,
24027,183062,129433,70.7,48390,26.43,5239,2.86,1,0.44,
24029,10794,5329,49.37,5195,48.13,270,2.5,1,0.01,
24031,533743,419569,78.61,101222,18.96,12952,2.43,1,0.6,
24033,424855,379208,89.26,37090,8.73,8557,2.01,1,0.81,
24035,30290,10709,35.35,18741,61.87,840,2.77,0,-0.27,
24037,55665,23138,41.57,30826,55.38,1701,3.06,0,-0.14,
24039,10147,4241,41.8,5739,56.56,167,1.65,0,-0.15,
24041,22555,11062,49.04,10946,48.53,547,2.43,1,0.01,
24043,67779,26044,38.42,40224,59.35,1511,2.23,0,-0.21,
24045,46216,22054,47.72,22944,49.65,1218,2.64,0,-0.02,
24047,31691,12560,39.63,18571,58.6,560,1.77,0,-0.19,
24510,237461,207260,87.28,25374,10.69,4827,2.03,1,0.77,
25001,151512,91994,60.72,55311,36.51,4207,2.78,1,0.24,
25003,71771,51705,72.04,18064,25.17,2002,2.79,1,0.47,
25005,281364,153377,54.51,119872,42.6,8115,2.88,1,0.12,
25007,12873,9914,77.01,2631,20.44,328,2.55,1,0.57,
25009,424599,267198,62.93,144837,34.11,12564,2.96,1,0.29,
25011,43003,30030,69.83,11201,26.05,1772,4.12,1,0.44,
25013,220793,125948,57.04,87318,39.55,7527,3.41,1,0.17,
25015,88332,63362,71.73,22281,25.22,2689,3.04,1,0.47,
25017,869347,617196,71,226956,26.11,25195,2.9,1,0.45,
25019,7338,5241,71.42,1914,26.08,183,2.49,1,0.45,
25021,411042,273312,66.49,125294,30.48,12436,3.03,1,0.36,
25023,303870,173630,57.14,121227,39.89,9013,2.97,1,0.17,
25025,337240,270522,80.22,58613,17.38,8105,2.4,1,0.63,
25027,434921,248773,57.2,171683,39.47,14465,3.33,1,0.18,
26001,7064,2142,30.32,4848,68.63,74,1.05,0,-0.38,
26003,5128,2053,40.04,3014,58.78,61,1.19,0,-0.19,
26005,67101,24455,36.45,41393,61.69,1253,1.87,0,-0.25,
26007,16969,6000,35.36,10686,62.97,283,1.67,0,-0.28,
26009,15949,5960,37.37,9748,61.12,241,1.51,0,-0.24,
26011,8831,2774,31.41,5928,67.13,129,1.46,0,-0.36,
26013,4038,1478,36.6,2512,62.21,48,1.19,0,-0.26,
26015,35905,11797,32.86,23471,65.37,637,1.77,0,-0.33,
26017,60553,26221,43.3,33189,54.81,1143,1.89,0,-0.12,
26019,12262,5480,44.69,6601,53.83,181,1.48,0,-0.09,
26021,82391,37438,45.44,43519,52.82,1434,1.74,0,-0.07,
26023,20536,6159,29.99,14064,68.48,313,1.52,0,-0.38,
26025,66281,28877,43.57,36221,54.65,1183,1.78,0,-0.11,
26027,26216,9130,34.83,16699,63.7,387,1.48,0,-0.29,
26029,17002,6939,40.81,9841,57.88,222,1.31,0,-0.17,
26031,15868,5437,34.26,10186,64.19,245,1.54,0,-0.3,
26033,17642,6648,37.68,10681,60.54,313,1.77,0,-0.23,
26035,16295,5199,31.91,10861,66.65,235,1.44,0,-0.35,
26037,47927,21968,45.84,25098,52.37,861,1.8,0,-0.07,
26039,7861,2672,33.99,5087,64.71,102,1.3,0,-0.31,
26041,21151,7606,35.96,13207,62.44,338,1.6,0,-0.26,
26043,14589,4744,32.52,9617,65.92,228,1.56,0,-0.33,
26045,64326,31299,48.66,31798,49.43,1229,1.91,0,-0.01,
26047,22177,9662,43.57,12135,54.72,380,1.71,0,-0.11,
26049,221360,119390,53.93,98714,44.59,3256,1.47,1,0.09,
26051,14603,4524,30.98,9893,67.75,186,1.27,0,-0.37,
26053,8266,3570,43.19,4600,55.65,96,1.16,0,-0.12,
26055,60236,28683,47.62,30502,50.64,1051,1.74,0,-0.03,
26057,19127,6693,34.99,12102,63.27,332,1.74,0,-0.28,
26059,23302,5883,25.25,17037,73.11,382,1.64,0,-0.48,
26061,18501,7750,41.89,10378,56.09,373,2.02,0,-0.14,
26063,18437,5490,29.78,12731,69.05,216,1.17,0,-0.39,
26065,144550,94212,65.18,47639,32.96,2699,1.87,1,0.32,
26067,32209,10901,33.84,20657,64.13,651,2.02,0,-0.3,
26069,15363,5373,34.97,9759,63.52,231,1.5,0,-0.29,
26071,6789,2493,36.72,4216,62.1,80,1.18,0,-0.25,
26073,29465,14090,47.82,14851,50.4,524,1.78,0,-0.03,
26075,80861,31995,39.57,47372,58.58,1494,1.85,0,-0.19,
26077,143376,83686,58.37,56823,39.63,2867,2,1,0.19,
26079,10643,3003,28.22,7436,69.87,204,1.92,0,-0.42,
26081,361048,187915,52.05,165741,45.91,7392,2.05,1,0.06,
26083,1557,672,43.16,862,55.36,23,1.48,0,-0.12,
26085,6323,2288,36.19,3946,62.41,89,1.41,0,-0.26,
26087,52654,16367,31.08,35486,67.39,801,1.52,0,-0.36,
26089,16900,8795,52.04,7916,46.84,189,1.12,1,0.05,
26091,53375,20918,39.19,31541,59.09,916,1.72,0,-0.2,
26093,127197,48220,37.91,76982,60.52,1995,1.57,0,-0.23,
26095,3001,842,28.06,2109,70.28,50,1.67,0,-0.42,
26097,7015,2632,37.52,4304,61.35,79,1.13,0,-0.24,
26099,494256,223952,45.31,263863,53.39,6441,1.3,0,-0.08,
26101,14655,6107,41.67,8321,56.78,227,1.55,0,-0.15,
26103,37462,20465,54.63,16286,43.47,711,1.9,1,0.11,
26105,17254,6802,39.42,10207,59.16,245,1.42,0,-0.2,
26107,21049,7375,35.04,13267,63.03,407,1.93,0,-0.28,
26109,12607,4316,34.23,8117,64.38,174,1.38,0,-0.3,
26111,49088,20493,41.75,27675,56.38,920,1.87,0,-0.15,
26113,8755,1967,22.47,6648,75.93,140,1.6,0,-0.53,
26115,87182,32985,37.83,52734,60.49,1463,1.68,0,-0.23,
26117,32100,9703,30.23,21815,67.96,582,1.81,0,-0.38,
26119,5913,1628,27.53,4171,70.54,114,1.93,0,-0.43,
26121,92444,45643,49.37,45133,48.82,1668,1.8,1,0.01,
26123,27161,7873,28.99,18857,69.43,431,1.59,0,-0.4,
26125,770351,434148,56.36,325971,42.31,10232,1.33,1,0.14,
26127,14062,4944,35.16,8892,63.23,226,1.61,0,-0.28,
26129,11907,3475,29.18,8253,69.31,179,1.5,0,-0.4,
26131,3804,1391,36.57,2358,61.99,55,1.45,0,-0.25,
26133,12329,3214,26.07,8928,72.41,187,1.52,0,-0.46,
26135,4874,1342,27.53,3466,71.11,66,1.35,0,-0.44,
26137,14757,4743,32.14,9779,66.27,235,1.59,0,-0.34,
26139,168713,64705,38.35,100913,59.81,3095,1.83,0,-0.21,
26141,8344,2911,34.89,5342,64.02,91,1.09,0,-0.29,
26143,15018,5166,34.4,9670,64.39,182,1.21,0,-0.3,
26145,103349,51088,49.43,50785,49.14,1476,1.43,1,0,
26147,92069,31363,34.06,59191,64.29,1515,1.65,0,-0.3,
26149,27936,9262,33.15,18127,64.89,547,1.96,0,-0.32,
26151,22446,5966,26.58,16194,72.15,286,1.27,0,-0.46,
26153,4745,1589,33.49,3090,65.12,66,1.39,0,-0.32,
26155,39224,15347,39.13,23149,59.02,728,1.86,0,-0.2,
26157,29475,8712,29.56,20297,68.86,466,1.58,0,-0.39,
26159,39059,16797,43,21590,55.28,672,1.72,0,-0.12,
26161,216418,157136,72.61,56241,25.99,3041,1.41,1,0.47,
26163,872469,597170,68.45,264553,30.32,10746,1.23,1,0.38,
26165,18265,5838,31.96,12102,66.26,325,1.78,0,-0.34,
27001,10025,3607,35.98,6258,62.42,160,1.6,0,-0.26,
27003,211132,100893,47.79,104902,49.69,5337,2.53,0,-0.02,
27005,19401,6589,33.96,12438,64.11,374,1.93,0,-0.3,
27007,24189,11426,47.24,12188,50.39,575,2.38,0,-0.03,
27009,22260,7280,32.7,14382,64.61,598,2.69,0,-0.32,
27011,2974,1053,35.41,1863,62.64,58,1.95,0,-0.27,
27013,36051,18330,50.84,16731,46.41,990,2.75,1,0.04,
27015,14635,4753,32.48,9552,65.27,330,2.25,0,-0.33,
27017,20369,10098,49.58,9791,48.07,480,2.36,1,0.02,
27019,66361,30774,46.37,34009,51.25,1578,2.38,0,-0.05,
27021,18289,6342,34.68,11620,63.54,327,1.79,0,-0.29,
27023,6611,2226,33.67,4250,64.29,135,2.04,0,-0.31,
27025,34570,11806,34.15,21916,63.4,848,2.45,0,-0.29,
27027,32239,16357,50.74,15043,46.66,839,2.6,1,0.04,
27029,4708,1260,26.76,3372,71.62,76,1.61,0,-0.45,
27031,3806,2496,65.58,1203,31.61,107,2.81,1,0.34,
27033,6107,1834,30.03,4165,68.2,108,1.77,0,-0.38,
27035,40173,13726,34.17,25676,63.91,771,1.92,0,-0.3,
27037,262259,146155,55.73,109638,41.81,6466,2.47,1,0.14,
27039,12187,4079,33.47,7783,63.86,325,2.67,0,-0.3,
27041,24165,7868,32.56,15799,65.38,498,2.06,0,-0.33,
27043,7914,2531,31.98,5191,65.59,192,2.43,0,-0.34,
27045,12141,4551,37.48,7301,60.14,289,2.38,0,-0.23,
27047,16818,6889,40.96,9578,56.95,351,2.09,0,-0.16,
27049,28636,11806,41.23,16052,56.06,778,2.72,0,-0.15,
27051,3654,1300,35.58,2269,62.1,85,2.33,0,-0.27,
27053,755969,532623,70.46,205973,27.25,17373,2.3,1,0.43,
27055,11440,4853,42.42,6334,55.37,253,2.21,0,-0.13,
27057,12965,4462,34.42,8202,63.26,301,2.32,0,-0.29,
27059,24235,7138,29.45,16491,68.05,606,2.5,0,-0.39,
27061,26561,10786,40.61,15239,57.37,536,2.02,0,-0.17,
27063,5819,1745,29.99,3948,67.85,126,2.17,0,-0.38,
27065,9242,2774,30.02,6278,67.93,190,2.06,0,-0.38,
27067,23367,8440,36.12,14437,61.78,490,2.1,0,-0.26,
27069,2639,1006,38.12,1546,58.58,87,3.3,0,-0.2,
27071,6922,2659,38.41,4131,59.68,132,1.91,0,-0.21,
27073,4040,1446,35.79,2528,62.57,66,1.63,0,-0.27,
27075,7202,3647,50.64,3393,47.11,162,2.25,1,0.04,
27077,2408,671,27.87,1704,70.76,33,1.37,0,-0.43,
27079,16818,5672,33.73,10775,64.07,371,2.21,0,-0.3,
27081,3115,937,30.08,2121,68.09,57,1.83,0,-0.38,
27083,12893,4634,35.94,7979,61.89,280,2.17,0,-0.26,
27085,20933,6413,30.64,13986,66.81,534,2.55,0,-0.36,
27087,2304,1112,48.26,1142,49.57,50,2.17,0,-0.01,
27089,5113,1295,25.33,3721,72.78,97,1.9,0,-0.47,
27091,11009,3305,30.02,7480,67.94,224,2.03,0,-0.38,
27093,13529,3867,28.58,9359,69.18,303,2.24,0,-0.41,
27095,14689,4404,29.98,9952,67.75,333,2.27,0,-0.38,
27097,19558,4367,22.33,14821,75.78,370,1.89,0,-0.53,
27099,19345,8899,46,10025,51.82,421,2.18,0,-0.06,
27101,4896,1449,29.6,3363,68.69,84,1.72,0,-0.39,
27103,19125,9622,50.31,9018,47.15,485,2.54,1,0.03,
27105,8715,2933,33.65,5600,64.26,182,2.09,0,-0.31,
27107,3441,1404,40.8,1953,56.76,84,2.44,0,-0.16,
27109,91385,49491,54.16,39692,43.43,2202,2.41,1,0.11,
27111,36399,11958,32.85,23800,65.39,641,1.76,0,-0.33,
27113,7277,2568,35.29,4532,62.28,177,2.43,0,-0.27,
27115,16001,5419,33.87,10256,64.1,326,2.04,0,-0.3,
27117,4940,1306,26.44,3553,71.92,81,1.64,0,-0.45,
27119,15594,5439,34.88,9865,63.26,290,1.86,0,-0.28,
27121,7022,2477,35.27,4417,62.9,128,1.82,0,-0.28,
27123,295977,211620,71.5,77376,26.14,6981,2.36,1,0.45,
27125,2196,691,31.47,1454,66.21,51,2.32,0,-0.35,
27127,8284,2355,28.43,5771,69.66,158,1.91,0,-0.41,
27129,8128,2496,30.71,5467,67.26,165,2.03,0,-0.37,
27131,35686,17402,48.76,17464,48.94,820,2.3,0,0,
27133,5240,1556,29.69,3583,68.38,101,1.93,0,-0.39,
27135,8421,2188,25.98,6065,72.02,168,2,0,-0.46,
27137,119531,67704,56.64,49017,41.01,2810,2.35,1,0.16,
27139,87965,40040,45.52,45872,52.15,2053,2.33,0,-0.07,
27141,55612,18065,32.48,36222,65.13,1325,2.38,0,-0.33,
27143,8452,2417,28.6,5864,69.38,171,2.02,0,-0.41,
27145,84835,31879,37.58,50959,60.07,1997,2.35,0,-0.22,
27147,21128,7917,37.47,12656,59.9,555,2.63,0,-0.22,
27149,5085,1922,37.8,3044,59.86,119,2.34,0,-0.22,
27151,5193,1784,34.35,3316,63.86,93,1.79,0,-0.3,
27153,13257,3286,24.79,9753,73.57,218,1.64,0,-0.49,
27155,1864,661,35.46,1172,62.88,31,1.66,0,-0.27,
27157,13123,4696,35.78,8153,62.13,274,2.09,0,-0.26,
27159,7677,2023,26.35,5520,71.9,134,1.75,0,-0.46,
27161,10389,3496,33.65,6624,63.76,269,2.59,0,-0.3,
27163,166786,89165,53.46,73764,44.23,3857,2.31,1,0.09,
27165,5201,1987,38.2,3103,59.66,111,2.13,0,-0.21,
27167,3430,1026,29.91,2328,67.87,76,2.22,0,-0.38,
27169,27173,13333,49.07,13227,48.68,613,2.26,1,0,
27171,82426,28430,34.49,51973,63.05,2023,2.45,0,-0.29,
27173,5528,1688,30.54,3734,67.55,106,1.92,0,-0.37,
28001,13759,7917,57.54,5696,41.4,146,1.06,1,0.16,
28003,15793,2782,17.62,12818,81.16,193,1.22,0,-0.64,
28005,7196,2620,36.41,4503,62.58,73,1.01,0,-0.26,
28007,8823,3542,40.15,5178,58.69,103,1.17,0,-0.19,
28009,4289,1679,39.15,2570,59.92,40,0.93,0,-0.21,
28011,13744,8904,64.78,4671,33.99,169,1.23,1,0.31,
28013,6590,1902,28.86,4625,70.18,63,0.96,0,-0.41,
28015,5701,1729,30.33,3924,68.83,48,0.84,0,-0.39,
28017,8141,3810,46.8,4175,51.28,156,1.92,0,-0.04,
28019,4223,1185,28.06,3001,71.06,37,0.88,0,-0.43,
28021,4449,3772,84.78,603,13.55,74,1.66,1,0.71,
28023,8338,2838,34.04,5417,64.97,83,1,0,-0.31,
28025,10189,5844,57.36,4181,41.03,164,1.61,1,0.16,
28027,8501,6020,70.82,2375,27.94,106,1.25,1,0.43,
28029,12883,6470,50.22,6250,48.51,163,1.27,1,0.02,
28031,9360,3416,36.5,5854,62.54,90,0.96,0,-0.26,
28033,76124,28265,37.13,46462,61.03,1397,1.84,0,-0.24,
28035,31654,13755,43.45,17290,54.62,609,1.92,0,-0.11,
28037,4461,1480,33.18,2923,65.52,58,1.3,0,-0.32,
28039,11049,1218,11.02,9713,87.91,118,1.07,0,-0.77,
28041,5812,966,16.62,4794,82.48,52,0.89,0,-0.66,
28043,10911,4734,43.39,6081,55.73,96,0.88,0,-0.12,
28045,20957,4504,21.49,16132,76.98,321,1.53,0,-0.55,
28047,75768,27728,36.6,46822,61.8,1218,1.61,0,-0.25,
28049,99995,73550,73.55,25141,25.14,1304,1.3,1,0.48,
28051,8115,6588,81.18,1369,16.87,158,1.95,1,0.64,
28053,4189,3016,72,1118,26.69,55,1.31,1,0.45,
28055,676,355,52.51,308,45.56,13,1.92,1,0.07,
28057,10819,1249,11.54,9438,87.24,132,1.22,0,-0.76,
28059,54543,17375,31.86,36295,66.54,873,1.6,0,-0.35,
28061,8736,4341,49.69,4302,49.24,93,1.06,1,0,
28063,3908,3327,85.13,531,13.59,50,1.28,1,0.72,
28065,6213,3599,57.93,2534,40.79,80,1.29,1,0.17,
28067,30091,8517,28.3,21226,70.54,348,1.16,0,-0.42,
28069,4731,2887,61.02,1787,37.77,57,1.2,1,0.23,
